row_id,shape_name,shape_code,suburb_name,state_short,state_long
1363,Lidcombe,11363,Lidcombe,NSW,New South Wales
1364,Lidsdale,11364,Lidsdale,NSW,New South Wales
1365,Lightning Ridge,11365,Lightning Ridge,NSW,New South Wales
1366,Lilli Pilli (Eurobodalla - NSW),11366,Lilli Pilli ,NSW,New South Wales
1367,Lilli Pilli (Sutherland - NSW),11367,Lilli Pilli ,NSW,New South Wales
1368,Lillian Rock,11368,Lillian Rock,NSW,New South Wales
1369,Lilyfield,11369,Lilyfield,NSW,New South Wales
1370,Lilyvale (NSW),11370,Lilyvale ,NSW,New South Wales
1371,Limbri,11371,Limbri,NSW,New South Wales
1372,Limeburners Creek (Great Lakes - NSW),11372,Limeburners Creek ,NSW,New South Wales
1373,Limpinwood,11373,Limpinwood,NSW,New South Wales
1374,Linden (NSW),11374,Linden ,NSW,New South Wales
1375,Lindendale,11375,Lindendale,NSW,New South Wales
1376,Lindfield,11376,Lindfield,NSW,New South Wales
1377,Lindifferon,11377,Lindifferon,NSW,New South Wales
1378,Linley Point,11378,Linley Point,NSW,New South Wales
1379,Lisarow,11379,Lisarow,NSW,New South Wales
1380,Lismore (NSW),11380,Lismore ,NSW,New South Wales
1381,Lismore Heights,11381,Lismore Heights,NSW,New South Wales
1382,Liston,11382,Liston,NSW,New South Wales
1383,Lithgow,11383,Lithgow,NSW,New South Wales
1384,Little Bay,11384,Little Bay,NSW,New South Wales
1385,Little Billabong,11385,Little Billabong,NSW,New South Wales
1386,Little Forest,11386,Little Forest,NSW,New South Wales
1387,Little Hartley,11387,Little Hartley,NSW,New South Wales
1388,Little Wobby,11388,Little Wobby,NSW,New South Wales
1389,Littleton,11389,Littleton,NSW,New South Wales
1390,Liverpool,11390,Liverpool,NSW,New South Wales
1391,Llanarth (NSW),11391,Llanarth ,NSW,New South Wales
1392,Llandilo,11392,Llandilo,NSW,New South Wales
1393,Lloyd,11393,Lloyd,NSW,New South Wales
1394,Lochiel (NSW),11394,Lochiel ,NSW,New South Wales
1395,Lochinvar,11395,Lochinvar,NSW,New South Wales
1396,Lockhart (NSW),11396,Lockhart ,NSW,New South Wales
1397,Loftus,11397,Loftus,NSW,New South Wales
1398,Loftville,11398,Loftville,NSW,New South Wales
1399,Logans Crossing,11399,Logans Crossing,NSW,New South Wales
1400,Logie Brae,11400,Logie Brae,NSW,New South Wales
1401,Londonderry (NSW),11401,Londonderry ,NSW,New South Wales
1402,Long Beach,11402,Long Beach,NSW,New South Wales
1403,Long Flat (NSW),11403,Long Flat ,NSW,New South Wales
1404,Long Jetty,11404,Long Jetty,NSW,New South Wales
1405,Long Point (Campbelltown - NSW),11405,Long Point ,NSW,New South Wales
1406,Longueville,11406,Longueville,NSW,New South Wales
1407,Loomberah,11407,Loomberah,NSW,New South Wales
1408,Lord Howe Island,11408,Lord Howe Island,NSW,New South Wales
1409,Lorn,11409,Lorn,NSW,New South Wales
1410,Lorne (NSW),11410,Lorne ,NSW,New South Wales
1411,Louth Park,11411,Louth Park,NSW,New South Wales
1412,Lovedale,11412,Lovedale,NSW,New South Wales
1413,Lowanna,11413,Lowanna,NSW,New South Wales
1414,Lower Belford,11414,Lower Belford,NSW,New South Wales
1415,Lower Boro,11415,Lower Boro,NSW,New South Wales
1416,Lower Dyraaba,11416,Lower Dyraaba,NSW,New South Wales
1417,Lower Macdonald,11417,Lower Macdonald,NSW,New South Wales
1418,Lower Pappinbarra,11418,Lower Pappinbarra,NSW,New South Wales
1419,Lower Portland,11419,Lower Portland,NSW,New South Wales
1420,Lowesdale,11420,Lowesdale,NSW,New South Wales
1421,Lucas Heights,11421,Lucas Heights,NSW,New South Wales
1422,Lucknow (NSW),11422,Lucknow ,NSW,New South Wales
1423,Luddenham,11423,Luddenham,NSW,New South Wales
1424,Lue,11424,Lue,NSW,New South Wales
1425,Lugarno,11425,Lugarno,NSW,New South Wales
1426,Lurnea,11426,Lurnea,NSW,New South Wales
1427,Luskintyre,11427,Luskintyre,NSW,New South Wales
1428,Lynchs Creek,11428,Lynchs Creek,NSW,New South Wales
1429,Lyndhurst (Blayney - NSW),11429,Lyndhurst ,NSW,New South Wales
1430,Lynwood (NSW),11430,Lynwood ,NSW,New South Wales
1431,Macksville,11431,Macksville,NSW,New South Wales
1432,Maclean,11432,Maclean,NSW,New South Wales
1433,Macmasters Beach,11433,Macmasters Beach,NSW,New South Wales
1434,Macquarie Fields,11434,Macquarie Fields,NSW,New South Wales
1435,Macquarie Hills,11435,Macquarie Hills,NSW,New South Wales
1436,Macquarie Links,11436,Macquarie Links,NSW,New South Wales
1437,Macquarie Park,11437,Macquarie Park,NSW,New South Wales
1438,Maddens Plains,11438,Maddens Plains,NSW,New South Wales
1439,Magenta (NSW),11439,Magenta ,NSW,New South Wales
1440,Maianbar,11440,Maianbar,NSW,New South Wales
1441,Main Arm,11441,Main Arm,NSW,New South Wales
1442,Maison Dieu,11442,Maison Dieu,NSW,New South Wales
1443,Maitland (NSW),11443,Maitland ,NSW,New South Wales
1444,Majors Creek (NSW),11444,Majors Creek ,NSW,New South Wales
1445,Malabar,11445,Malabar,NSW,New South Wales
1446,Mallabula,11446,Mallabula,NSW,New South Wales
1447,Mallanganee,11447,Mallanganee,NSW,New South Wales
1448,Mallowa,11448,Mallowa,NSW,New South Wales
1449,Maloneys Beach,11449,Maloneys Beach,NSW,New South Wales
1450,Malua Bay,11450,Malua Bay,NSW,New South Wales
1451,Mandalong,11451,Mandalong,NSW,New South Wales
1452,Mandurama,11452,Mandurama,NSW,New South Wales
1453,Mangerton,11453,Mangerton,NSW,New South Wales
1454,Mangoplah,11454,Mangoplah,NSW,New South Wales
1455,Mangrove Mountain,11455,Mangrove Mountain,NSW,New South Wales
1456,Manildra,11456,Manildra,NSW,New South Wales
1457,Manilla,11457,Manilla,NSW,New South Wales
1458,Manly (NSW),11458,Manly ,NSW,New South Wales
1459,Manly Vale,11459,Manly Vale,NSW,New South Wales
1460,Mannering Park,11460,Mannering Park,NSW,New South Wales
1461,Manning Point,11461,Manning Point,NSW,New South Wales
1462,Manyana,11462,Manyana,NSW,New South Wales
1463,Maraylya,11463,Maraylya,NSW,New South Wales
1464,Marayong,11464,Marayong,NSW,New South Wales
1465,Marchmont,11465,Marchmont,NSW,New South Wales
1466,Mardi,11466,Mardi,NSW,New South Wales
1467,Marks Point,11467,Marks Point,NSW,New South Wales
1468,Markwell,11468,Markwell,NSW,New South Wales
1469,Marlee,11469,Marlee,NSW,New South Wales
1470,Marmong Point,11470,Marmong Point,NSW,New South Wales
1471,Maroota,11471,Maroota,NSW,New South Wales
1472,Maroubra,11472,Maroubra,NSW,New South Wales
1473,Marrangaroo,11473,Marrangaroo,NSW,New South Wales
1474,Marrar,11474,Marrar,NSW,New South Wales
1475,Marrickville,11475,Marrickville,NSW,New South Wales
1476,Marsden Park,11476,Marsden Park,NSW,New South Wales
1477,Marsfield,11477,Marsfield,NSW,New South Wales
1478,Marshall Mount,11478,Marshall Mount,NSW,New South Wales
1479,Marthaguy,11479,Marthaguy,NSW,New South Wales
1480,Martindale,11480,Martindale,NSW,New South Wales
1481,Martins Creek,11481,Martins Creek,NSW,New South Wales
1482,Martinsville,11482,Martinsville,NSW,New South Wales
1483,Marulan,11483,Marulan,NSW,New South Wales
1484,Maryland (Newcastle - NSW),11484,Maryland ,NSW,New South Wales
1485,Marys Mount,11485,Marys Mount,NSW,New South Wales
1486,Maryville,11486,Maryville,NSW,New South Wales
1487,Mascot,11487,Mascot,NSW,New South Wales
1488,Matcham,11488,Matcham,NSW,New South Wales
1489,Mathoura,11489,Mathoura,NSW,New South Wales
1490,Matong,11490,Matong,NSW,New South Wales
1491,Matraville,11491,Matraville,NSW,New South Wales
1492,Mayfield (Newcastle - NSW),11492,Mayfield ,NSW,New South Wales
1493,Mayfield East,11493,Mayfield East,NSW,New South Wales
1494,Mayfield West,11494,Mayfield West,NSW,New South Wales
1495,Mays Hill,11495,Mays Hill,NSW,New South Wales
1496,McDougalls Hill,11496,McDougalls Hill,NSW,New South Wales
1497,McGraths Hill,11497,McGraths Hill,NSW,New South Wales
1498,McKellars Park,11498,McKellars Park,NSW,New South Wales
1499,McLeans Ridges,11499,McLeans Ridges,NSW,New South Wales
1500,McMahons Point,11500,McMahons Point,NSW,New South Wales
1501,Meadow Flat,11501,Meadow Flat,NSW,New South Wales
1502,Meadowbank (NSW),11502,Meadowbank ,NSW,New South Wales
1503,Medlow Bath,11503,Medlow Bath,NSW,New South Wales
1504,Medowie,11504,Medowie,NSW,New South Wales
1505,Medway,11505,Medway,NSW,New South Wales
1506,Meerschaum Vale,11506,Meerschaum Vale,NSW,New South Wales
1507,Megan,11507,Megan,NSW,New South Wales
1508,Melrose Park (NSW),11508,Melrose Park ,NSW,New South Wales
1509,Memagong,11509,Memagong,NSW,New South Wales
1510,Menah,11510,Menah,NSW,New South Wales
1511,Menai,11511,Menai,NSW,New South Wales
1512,Menangle,11512,Menangle,NSW,New South Wales
1513,Menangle Park,11513,Menangle Park,NSW,New South Wales
1514,Mendooran,11514,Mendooran,NSW,New South Wales
1515,Menindee,11515,Menindee,NSW,New South Wales
1516,Merah North,11516,Merah North,NSW,New South Wales
1517,Merewether,11517,Merewether,NSW,New South Wales
1518,Merewether Heights,11518,Merewether Heights,NSW,New South Wales
1519,Merimbula,11519,Merimbula,NSW,New South Wales
1520,Meroo Meadow,11520,Meroo Meadow,NSW,New South Wales
1521,Merriwa (NSW),11521,Merriwa ,NSW,New South Wales
1522,Merriwagga,11522,Merriwagga,NSW,New South Wales
1523,Merrygoen,11523,Merrygoen,NSW,New South Wales
1524,Merrylands,11524,Merrylands,NSW,New South Wales
1525,Merrylands West,11525,Merrylands West,NSW,New South Wales
1526,Merungle Hill,11526,Merungle Hill,NSW,New South Wales
1527,Meryla,11527,Meryla,NSW,New South Wales
1528,Metford,11528,Metford,NSW,New South Wales
1529,Methul,11529,Methul,NSW,New South Wales
1530,Michelago,11530,Michelago,NSW,New South Wales
1531,Middle Arm,11531,Middle Arm,NSW,New South Wales
1532,Middle Brook,11532,Middle Brook,NSW,New South Wales
1533,Middle Cove,11533,Middle Cove,NSW,New South Wales
1534,Middle Dural,11534,Middle Dural,NSW,New South Wales
1535,Middleton Grange,11535,Middleton Grange,NSW,New South Wales
1536,Mila,11536,Mila,NSW,New South Wales
1537,Miller,11537,Miller,NSW,New South Wales
1538,Millers Forest,11538,Millers Forest,NSW,New South Wales
1539,Millers Point,11539,Millers Point,NSW,New South Wales
1540,Millfield,11540,Millfield,NSW,New South Wales
1541,Millingandi,11541,Millingandi,NSW,New South Wales
1542,Millthorpe,11542,Millthorpe,NSW,New South Wales
1543,Milperra,11543,Milperra,NSW,New South Wales
1544,Milsons Passage,11544,Milsons Passage,NSW,New South Wales
1545,Milsons Point,11545,Milsons Point,NSW,New South Wales
1546,Milton (NSW),11546,Milton ,NSW,New South Wales
1547,Minchinbury,11547,Minchinbury,NSW,New South Wales
1548,Mindaribba,11548,Mindaribba,NSW,New South Wales
1549,Minmi,11549,Minmi,NSW,New South Wales
1550,Minnamurra,11550,Minnamurra,NSW,New South Wales
1551,Minnie Water,11551,Minnie Water,NSW,New South Wales
1552,Minore Falls,11552,Minore Falls,NSW,New South Wales
1553,Minto,11553,Minto,NSW,New South Wales
1554,Minto Heights,11554,Minto Heights,NSW,New South Wales
1555,Miranda (NSW),11555,Miranda ,NSW,New South Wales
1556,Mirrabooka (NSW),11556,Mirrabooka ,NSW,New South Wales
1557,Mirrool,11557,Mirrool,NSW,New South Wales
1558,Missabotti,11558,Missabotti,NSW,New South Wales
1559,Mitchell (NSW),11559,Mitchell ,NSW,New South Wales
1560,Mitchells Flat,11560,Mitchells Flat,NSW,New South Wales
1561,Mitchells Island,11561,Mitchells Island,NSW,New South Wales
1562,Mittagong,11562,Mittagong,NSW,New South Wales
1563,Moama,11563,Moama,NSW,New South Wales
1564,Modanville,11564,Modanville,NSW,New South Wales
1565,Mogareeka,11565,Mogareeka,NSW,New South Wales
1566,Mogendoura,11566,Mogendoura,NSW,New South Wales
1567,Mogo (Eurobodalla - NSW),11567,Mogo ,NSW,New South Wales
1568,Mogood,11568,Mogood,NSW,New South Wales
1569,Mole River,11569,Mole River,NSW,New South Wales
1570,Mollymook,11570,Mollymook,NSW,New South Wales
1571,Mollymook Beach,11571,Mollymook Beach,NSW,New South Wales
1572,Molong,11572,Molong,NSW,New South Wales
1573,Mona Vale,11573,Mona Vale,NSW,New South Wales
1574,Monaltrie,11574,Monaltrie,NSW,New South Wales
1575,Mondayong,11575,Mondayong,NSW,New South Wales
1576,Monteagle,11576,Monteagle,NSW,New South Wales
1577,Montefiores,11577,Montefiores,NSW,New South Wales
1578,Monterey,11578,Monterey,NSW,New South Wales
1579,Mooball,11579,Mooball,NSW,New South Wales
1580,Moobi,11580,Moobi,NSW,New South Wales
1581,Moonan Flat,11581,Moonan Flat,NSW,New South Wales
1582,Moonbah,11582,Moonbah,NSW,New South Wales
1583,Moonbi,11583,Moonbi,NSW,New South Wales
1584,Mooneba,11584,Mooneba,NSW,New South Wales
1585,Moonee Beach,11585,Moonee Beach,NSW,New South Wales
1586,Mooney Mooney,11586,Mooney Mooney,NSW,New South Wales
1587,Moorbel,11587,Moorbel,NSW,New South Wales
1588,Moore Creek,11588,Moore Creek,NSW,New South Wales
1589,Moore Park,11589,Moore Park,NSW,New South Wales
1590,Moorebank,11590,Moorebank,NSW,New South Wales
1591,Moorland (NSW),11591,Moorland ,NSW,New South Wales
1592,Moorong,11592,Moorong,NSW,New South Wales
1593,Moree,11593,Moree,NSW,New South Wales
1594,Morisset,11594,Morisset,NSW,New South Wales
1595,Morisset Park,11595,Morisset Park,NSW,New South Wales
1596,Morpeth,11596,Morpeth,NSW,New South Wales
1597,Mortdale,11597,Mortdale,NSW,New South Wales
1598,Mortlake (NSW),11598,Mortlake ,NSW,New South Wales
1599,Morton,11599,Morton,NSW,New South Wales
1600,Morts Estate,11600,Morts Estate,NSW,New South Wales
1601,Moruya,11601,Moruya,NSW,New South Wales
1602,Moruya Heads,11602,Moruya Heads,NSW,New South Wales
1603,Mosman,11603,Mosman,NSW,New South Wales
1604,Moss Vale,11604,Moss Vale,NSW,New South Wales
1605,Mossy Point,11605,Mossy Point,NSW,New South Wales
1606,Moto,11606,Moto,NSW,New South Wales
1607,Moulamein,11607,Moulamein,NSW,New South Wales
1608,Mount Annan,11608,Mount Annan,NSW,New South Wales
1609,Mount Arthur,11609,Mount Arthur,NSW,New South Wales
1610,Mount Austin,11610,Mount Austin,NSW,New South Wales
1611,Mount Burrell,11611,Mount Burrell,NSW,New South Wales
1612,Mount Colah,11612,Mount Colah,NSW,New South Wales
1613,Mount Druitt,11613,Mount Druitt,NSW,New South Wales
1614,Mount Elliot (NSW),11614,Mount Elliot ,NSW,New South Wales
1615,Mount Fairy,11615,Mount Fairy,NSW,New South Wales
1616,Mount George (NSW),11616,Mount George ,NSW,New South Wales
1617,Mount Hunter,11617,Mount Hunter,NSW,New South Wales
1618,Mount Hutton (NSW),11618,Mount Hutton ,NSW,New South Wales
1619,Mount Keira,11619,Mount Keira,NSW,New South Wales
1620,Mount Kembla,11620,Mount Kembla,NSW,New South Wales
1621,Mount Kuring-Gai,11621,Mount Kuring-Gai,NSW,New South Wales
1622,Mount Lewis,11622,Mount Lewis,NSW,New South Wales
1623,Mount Olive (Singleton - NSW),11623,Mount Olive ,NSW,New South Wales
1624,Mount Ousley,11624,Mount Ousley,NSW,New South Wales
1625,Mount Pleasant (NSW),11625,Mount Pleasant ,NSW,New South Wales
1626,Mount Pritchard,11626,Mount Pritchard,NSW,New South Wales
1627,Mount Rankin,11627,Mount Rankin,NSW,New South Wales
1628,Mount Riverview,11628,Mount Riverview,NSW,New South Wales
1629,Mount Russell,11629,Mount Russell,NSW,New South Wales
1630,Mount Saint Thomas,11630,Mount Saint Thomas,NSW,New South Wales
1631,Mount Thorley,11631,Mount Thorley,NSW,New South Wales
1632,Mount Vernon,11632,Mount Vernon,NSW,New South Wales
1633,Mount Victoria,11633,Mount Victoria,NSW,New South Wales
1634,Mount View,11634,Mount View,NSW,New South Wales
1635,Mount Vincent,11635,Mount Vincent,NSW,New South Wales
1636,Mount Warrigal,11636,Mount Warrigal,NSW,New South Wales
1637,Mountain Lagoon,11637,Mountain Lagoon,NSW,New South Wales
1638,Mountain View (NSW),11638,Mountain View ,NSW,New South Wales
1639,Mudgee,11639,Mudgee,NSW,New South Wales
1640,Mugga Downs,11640,Mugga Downs,NSW,New South Wales
1641,Mulbring,11641,Mulbring,NSW,New South Wales
1642,Mulgoa,11642,Mulgoa,NSW,New South Wales
1643,Muli Muli,11643,Muli Muli,NSW,New South Wales
1644,Mullaway,11644,Mullaway,NSW,New South Wales
1645,Mullengandra,11645,Mullengandra,NSW,New South Wales
1646,Mullion Creek,11646,Mullion Creek,NSW,New South Wales
1647,Mulloon,11647,Mulloon,NSW,New South Wales
1648,Mullumbimby,11648,Mullumbimby,NSW,New South Wales
1649,Mullumbimby Creek,11649,Mullumbimby Creek,NSW,New South Wales
1650,Mulwala,11650,Mulwala,NSW,New South Wales
1651,Mumbil,11651,Mumbil,NSW,New South Wales
1652,Mummulgum,11652,Mummulgum,NSW,New South Wales
1653,Mundamia,11653,Mundamia,NSW,New South Wales
1654,Mundongo,11654,Mundongo,NSW,New South Wales
1655,Mungindi (NSW),11655,Mungindi ,NSW,New South Wales
1656,Murrami,11656,Murrami,NSW,New South Wales
1657,Murray Downs,11657,Murray Downs,NSW,New South Wales
1658,Murrin Bridge,11658,Murrin Bridge,NSW,New South Wales
1659,Murringo,11659,Murringo,NSW,New South Wales
1660,Murrumbateman,11660,Murrumbateman,NSW,New South Wales
1661,Murrumburrah,11661,Murrumburrah,NSW,New South Wales
1662,Murrurundi,11662,Murrurundi,NSW,New South Wales
1663,Murwillumbah,11663,Murwillumbah,NSW,New South Wales
1664,Muscle Creek,11664,Muscle Creek,NSW,New South Wales
1665,Muswellbrook,11665,Muswellbrook,NSW,New South Wales
1666,Mutawintji,11666,Mutawintji,NSW,New South Wales
1667,Myall Park (NSW),11667,Myall Park ,NSW,New South Wales
1668,Mylestom,11668,Mylestom,NSW,New South Wales
1669,Myocum,11669,Myocum,NSW,New South Wales
1670,Myola (NSW),11670,Myola ,NSW,New South Wales
1671,Myrtle Creek (NSW),11671,Myrtle Creek ,NSW,New South Wales
1672,Myrtleville,11672,Myrtleville,NSW,New South Wales
1673,Mystery Bay,11673,Mystery Bay,NSW,New South Wales
1674,Nabiac,11674,Nabiac,NSW,New South Wales
1675,Nambucca Heads,11675,Nambucca Heads,NSW,New South Wales
1676,Nana Glen,11676,Nana Glen,NSW,New South Wales
1677,Nangus,11677,Nangus,NSW,New South Wales
1678,Nanima,11678,Nanima,NSW,New South Wales
1679,Napoleon Reef,11679,Napoleon Reef,NSW,New South Wales
1680,Naradhan,11680,Naradhan,NSW,New South Wales
1681,Narara,11681,Narara,NSW,New South Wales
1682,Narellan,11682,Narellan,NSW,New South Wales
1683,Narellan Vale,11683,Narellan Vale,NSW,New South Wales
1684,Naremburn,11684,Naremburn,NSW,New South Wales
1685,Narooma,11685,Narooma,NSW,New South Wales
1686,Narrabeen,11686,Narrabeen,NSW,New South Wales
1687,Narrabri,11687,Narrabri,NSW,New South Wales
1688,Narraburra,11688,Narraburra,NSW,New South Wales
1689,Narrandera,11689,Narrandera,NSW,New South Wales
1690,Narrawallee,11690,Narrawallee,NSW,New South Wales
1691,Narraweena,11691,Narraweena,NSW,New South Wales
1692,Narromine,11692,Narromine,NSW,New South Wales
1693,Narwee,11693,Narwee,NSW,New South Wales
1694,Nashdale,11694,Nashdale,NSW,New South Wales
1695,Nashua,11695,Nashua,NSW,New South Wales
1696,Neath,11696,Neath,NSW,New South Wales
1697,Nelligen,11697,Nelligen,NSW,New South Wales
1698,Nelson (The Hills - NSW),11698,Nelson ,NSW,New South Wales
1699,Nelson Bay (NSW),11699,Nelson Bay ,NSW,New South Wales
1700,Nelsons Plains,11700,Nelsons Plains,NSW,New South Wales
1701,Nemingha,11701,Nemingha,NSW,New South Wales
1702,Nericon,11702,Nericon,NSW,New South Wales
1703,Nerong,11703,Nerong,NSW,New South Wales
1704,Nerriga,11704,Nerriga,NSW,New South Wales
1705,Nerrigundah,11705,Nerrigundah,NSW,New South Wales
1706,Nethercote,11706,Nethercote,NSW,New South Wales
1707,Neurea,11707,Neurea,NSW,New South Wales
1708,Neutral Bay,11708,Neutral Bay,NSW,New South Wales
1709,Nevertire,11709,Nevertire,NSW,New South Wales
1710,Neville,11710,Neville,NSW,New South Wales
1711,New Berrima,11711,New Berrima,NSW,New South Wales
1712,New Brighton,11712,New Brighton,NSW,New South Wales
1713,New Italy,11713,New Italy,NSW,New South Wales
1714,New Lambton,11714,New Lambton,NSW,New South Wales
1715,New Lambton Heights,11715,New Lambton Heights,NSW,New South Wales
1716,Newbridge (NSW),11716,Newbridge ,NSW,New South Wales
1717,Newcastle,11717,Newcastle,NSW,New South Wales
1718,Newcastle East,11718,Newcastle East,NSW,New South Wales
1719,Newcastle West,11719,Newcastle West,NSW,New South Wales
1720,Newee Creek,11720,Newee Creek,NSW,New South Wales
1721,Newington (NSW),11721,Newington ,NSW,New South Wales
1722,Newport (NSW),11722,Newport ,NSW,New South Wales
1723,Newrybar,11723,Newrybar,NSW,New South Wales
1724,Newtown (NSW),11724,Newtown ,NSW,New South Wales
1725,Niagara Park,11725,Niagara Park,NSW,New South Wales
1726,Niangala,11726,Niangala,NSW,New South Wales
1727,Nimbin,11727,Nimbin,NSW,New South Wales
1728,Nimmitabel,11728,Nimmitabel,NSW,New South Wales
1729,Nobbys Creek,11729,Nobbys Creek,NSW,New South Wales
1730,Norah Head,11730,Norah Head,NSW,New South Wales
1731,Noraville,11731,Noraville,NSW,New South Wales
1732,Nords Wharf,11732,Nords Wharf,NSW,New South Wales
1733,Normanhurst,11733,Normanhurst,NSW,New South Wales
1734,North Albury,11734,North Albury,NSW,New South Wales
1735,North Arm Cove,11735,North Arm Cove,NSW,New South Wales
1736,North Avoca,11736,North Avoca,NSW,New South Wales
1737,North Balgowlah,11737,North Balgowlah,NSW,New South Wales
1738,North Batemans Bay,11738,North Batemans Bay,NSW,New South Wales
1739,North Boambee Valley,11739,North Boambee Valley,NSW,New South Wales
1740,North Bondi,11740,North Bondi,NSW,New South Wales
1741,North Brother,11741,North Brother,NSW,New South Wales
1742,North Casino,11742,North Casino,NSW,New South Wales
1743,North Curl Curl,11743,North Curl Curl,NSW,New South Wales
1744,North Dorrigo,11744,North Dorrigo,NSW,New South Wales
1745,North Epping,11745,North Epping,NSW,New South Wales
1746,North Gosford,11746,North Gosford,NSW,New South Wales
1747,North Haven (NSW),11747,North Haven ,NSW,New South Wales
1748,North Lambton,11748,North Lambton,NSW,New South Wales
1749,North Lismore,11749,North Lismore,NSW,New South Wales
1750,North Macksville,11750,North Macksville,NSW,New South Wales
1751,North Manly,11751,North Manly,NSW,New South Wales
1752,North Narooma,11752,North Narooma,NSW,New South Wales
1753,North Narrabeen,11753,North Narrabeen,NSW,New South Wales
1754,North Nowra,11754,North Nowra,NSW,New South Wales
1755,North Parramatta,11755,North Parramatta,NSW,New South Wales
1756,North Richmond,11756,North Richmond,NSW,New South Wales
1757,North Rocks,11757,North Rocks,NSW,New South Wales
1758,North Rothbury,11758,North Rothbury,NSW,New South Wales
1759,North Ryde,11759,North Ryde,NSW,New South Wales
1760,North Shore (NSW),11760,North Shore ,NSW,New South Wales
1761,North St Marys,11761,North St Marys,NSW,New South Wales
1762,North Star,11762,North Star,NSW,New South Wales
1763,North Strathfield,11763,North Strathfield,NSW,New South Wales
1764,North Sydney,11764,North Sydney,NSW,New South Wales
1765,North Tamworth,11765,North Tamworth,NSW,New South Wales
1766,North Tumbulgum,11766,North Tumbulgum,NSW,New South Wales
1767,North Turramurra,11767,North Turramurra,NSW,New South Wales
1768,North Wagga Wagga,11768,North Wagga Wagga,NSW,New South Wales
1769,North Wahroonga,11769,North Wahroonga,NSW,New South Wales
1770,North Willoughby,11770,North Willoughby,NSW,New South Wales
1771,North Wollongong,11771,North Wollongong,NSW,New South Wales
1772,North Yeoval,11772,North Yeoval,NSW,New South Wales
1773,Northbridge (NSW),11773,Northbridge ,NSW,New South Wales
1774,Northmead,11774,Northmead,NSW,New South Wales
1775,Northwood (NSW),11775,Northwood ,NSW,New South Wales
1776,Nowendoc,11776,Nowendoc,NSW,New South Wales
1777,Nowra,11777,Nowra,NSW,New South Wales
1778,Nowra Hill,11778,Nowra Hill,NSW,New South Wales
1779,Nulkaba,11779,Nulkaba,NSW,New South Wales
1780,Nullamanna,11780,Nullamanna,NSW,New South Wales
1781,Numbugga,11781,Numbugga,NSW,New South Wales
1782,Numeralla,11782,Numeralla,NSW,New South Wales
1783,Numulgi,11783,Numulgi,NSW,New South Wales
1784,Nunderi,11784,Nunderi,NSW,New South Wales
1785,Nundle,11785,Nundle,NSW,New South Wales
1786,Nungatta,11786,Nungatta,NSW,New South Wales
1787,Nurenmerenmong,11787,Nurenmerenmong,NSW,New South Wales
1788,Nymboida,11788,Nymboida,NSW,New South Wales
1789,Nyngan,11789,Nyngan,NSW,New South Wales
1790,O'Connell (NSW),11790,O'Connell ,NSW,New South Wales
1791,Oak Flats,11791,Oak Flats,NSW,New South Wales
1792,Oakdale (NSW),11792,Oakdale ,NSW,New South Wales
1793,Oakhampton,11793,Oakhampton,NSW,New South Wales
1794,Oakhurst (NSW),11794,Oakhurst ,NSW,New South Wales
1795,Oaklands,11795,Oaklands,NSW,New South Wales
1796,Oakville,11796,Oakville,NSW,New South Wales
1797,Oaky Park,11797,Oaky Park,NSW,New South Wales
1798,Oatlands (NSW),11798,Oatlands ,NSW,New South Wales
1799,Oatley,11799,Oatley,NSW,New South Wales
1800,Oberon,11800,Oberon,NSW,New South Wales
1801,Obley,11801,Obley,NSW,New South Wales
1802,Ocean Shores,11802,Ocean Shores,NSW,New South Wales
1803,Old Bar,11803,Old Bar,NSW,New South Wales
1804,Old Bonalbo,11804,Old Bonalbo,NSW,New South Wales
1805,Old Erowal Bay,11805,Old Erowal Bay,NSW,New South Wales
1806,Old Grevillia,11806,Old Grevillia,NSW,New South Wales
1807,Old Guildford,11807,Old Guildford,NSW,New South Wales
1808,Old Junee,11808,Old Junee,NSW,New South Wales
1809,Old Toongabbie,11809,Old Toongabbie,NSW,New South Wales
1810,One Mile (NSW),11810,One Mile ,NSW,New South Wales
1811,Ootha,11811,Ootha,NSW,New South Wales
1812,Ophir,11812,Ophir,NSW,New South Wales
1813,Oran Park,11813,Oran Park,NSW,New South Wales
1814,Orange,11814,Orange,NSW,New South Wales
1815,Orangeville,11815,Orangeville,NSW,New South Wales
1816,Orchard Hills,11816,Orchard Hills,NSW,New South Wales
1817,Orient Point,11817,Orient Point,NSW,New South Wales
1818,Osterley (NSW),11818,Osterley ,NSW,New South Wales
1819,Otford,11819,Otford,NSW,New South Wales
1820,Oura,11820,Oura,NSW,New South Wales
1821,Ourimbah,11821,Ourimbah,NSW,New South Wales
1822,Oxford Falls,11822,Oxford Falls,NSW,New South Wales
1823,Oxley Island,11823,Oxley Island,NSW,New South Wales
1824,Oxley Park,11824,Oxley Park,NSW,New South Wales
1825,Oxley Vale,11825,Oxley Vale,NSW,New South Wales
1826,Oyster Bay,11826,Oyster Bay,NSW,New South Wales
1827,Paddington (NSW),11827,Paddington ,NSW,New South Wales
1828,Paddys River (Wingecarribee - NSW),11828,Paddys River ,NSW,New South Wales
1829,Padstow,11829,Padstow,NSW,New South Wales
1830,Padstow Heights,11830,Padstow Heights,NSW,New South Wales
1831,Pagewood,11831,Pagewood,NSW,New South Wales
