,SSC,variable,value,sortOrder
54229,Lonesome Creek,"$91,000-103,999",3,11
54230,Long Pocket,"$91,000-103,999",9,11
54231,Longreach (Qld),"$91,000-103,999",43,11
54232,Lota,"$91,000-103,999",57,11
54233,Lower Beechmont,"$91,000-103,999",17,11
54234,Lower Mount Walker,"$91,000-103,999",4,11
54235,Lower Tenthill,"$91,000-103,999",3,11
54236,Lower Tully,"$91,000-103,999",4,11
54237,Lower Wonga,"$91,000-103,999",5,11
54238,Lowood,"$91,000-103,999",57,11
54239,Lucinda,"$91,000-103,999",3,11
54240,Lundavra,"$91,000-103,999",6,11
54241,Lutwyche,"$91,000-103,999",63,11
54242,Ma Ma Creek,"$91,000-103,999",4,11
54243,Maaroom,"$91,000-103,999",5,11
54244,Mabuiag Island,"$91,000-103,999",4,11
54245,Macgregor (Qld),"$91,000-103,999",78,11
54246,Machans Beach,"$91,000-103,999",20,11
54247,Machine Creek,"$91,000-103,999",5,11
54248,Mackay,"$91,000-103,999",54,11
54249,Mackay Harbour,"$91,000-103,999",6,11
54250,Macknade,"$91,000-103,999",4,11
54251,Maclagan,"$91,000-103,999",3,11
54252,Macleay Island,"$91,000-103,999",19,11
54253,Magnolia,"$91,000-103,999",4,11
54254,Maidenwell,"$91,000-103,999",5,11
54255,Main Beach,"$91,000-103,999",63,11
54256,Majors Creek (Qld),"$91,000-103,999",12,11
54257,Malanda,"$91,000-103,999",42,11
54258,Maleny,"$91,000-103,999",59,11
54259,Manapouri,"$91,000-103,999",3,11
54260,Mandalay,"$91,000-103,999",8,11
54261,Mango Hill,"$91,000-103,999",172,11
54262,Manly (Qld),"$91,000-103,999",65,11
54263,Manly West,"$91,000-103,999",196,11
54264,Manoora (Qld),"$91,000-103,999",63,11
54265,Mansfield (Qld),"$91,000-103,999",132,11
54266,Manunda,"$91,000-103,999",58,11
54267,Mapleton,"$91,000-103,999",26,11
54268,Mapoon,"$91,000-103,999",8,11
54269,Marcoola,"$91,000-103,999",64,11
54270,Marcus Beach,"$91,000-103,999",12,11
54271,Mareeba,"$91,000-103,999",175,11
54272,Margate (Qld),"$91,000-103,999",133,11
54273,Maria Creeks,"$91,000-103,999",3,11
54274,Marian,"$91,000-103,999",82,11
54275,Marmor,"$91,000-103,999",5,11
54276,Maroochy River,"$91,000-103,999",32,11
54277,Maroochydore,"$91,000-103,999",266,11
54278,Maroon,"$91,000-103,999",4,11
54279,Marsden,"$91,000-103,999",253,11
54280,Martyville,"$91,000-103,999",3,11
54281,Maryborough (Qld),"$91,000-103,999",203,11
54282,Maryborough West,"$91,000-103,999",5,11
54283,Maryvale (Southern Downs - Qld),"$91,000-103,999",5,11
54284,Maudsland,"$91,000-103,999",104,11
54285,McDesme,"$91,000-103,999",7,11
54286,McDowall,"$91,000-103,999",132,11
54287,Meadowbrook,"$91,000-103,999",72,11
54288,Meadowvale,"$91,000-103,999",4,11
54289,Meandarra,"$91,000-103,999",3,11
54290,Meikleville Hill,"$91,000-103,999",8,11
54291,Meldale,"$91,000-103,999",7,11
54292,Memerambi,"$91,000-103,999",9,11
54293,Menzies (Qld),"$91,000-103,999",18,11
54294,Meridan Plains,"$91,000-103,999",66,11
54295,Meringandan,"$91,000-103,999",12,11
54296,Meringandan West,"$91,000-103,999",42,11
54297,Merlwood,"$91,000-103,999",3,11
54298,Mermaid Beach,"$91,000-103,999",100,11
54299,Mermaid Waters,"$91,000-103,999",192,11
54300,Merrimac,"$91,000-103,999",173,11
54301,Merritts Creek,"$91,000-103,999",3,11
54302,Merryburn,"$91,000-103,999",8,11
54303,Mia Mia (Qld),"$91,000-103,999",6,11
54304,Miallo,"$91,000-103,999",11,11
54305,Miami,"$91,000-103,999",95,11
54306,Middle Park (Qld),"$91,000-103,999",74,11
54307,Middle Ridge,"$91,000-103,999",134,11
54308,Middlemount,"$91,000-103,999",31,11
54309,Midge Point,"$91,000-103,999",6,11
54310,Mighell,"$91,000-103,999",3,11
54311,Miles,"$91,000-103,999",14,11
54312,Miles End,"$91,000-103,999",5,11
54313,Milford,"$91,000-103,999",5,11
54314,Millaa Millaa,"$91,000-103,999",4,11
54315,Millaroo,"$91,000-103,999",5,11
54316,Millbank (Qld),"$91,000-103,999",35,11
54317,Millchester,"$91,000-103,999",6,11
54318,Millmerran,"$91,000-103,999",27,11
54319,Millstream (Qld),"$91,000-103,999",12,11
54320,Milman,"$91,000-103,999",3,11
54321,Milton (Qld),"$91,000-103,999",18,11
54322,Minden,"$91,000-103,999",26,11
54323,Minyama,"$91,000-103,999",45,11
54324,Mirani,"$91,000-103,999",24,11
54325,Miriam Vale,"$91,000-103,999",5,11
54326,Mirriwinni,"$91,000-103,999",7,11
54327,Mission Beach,"$91,000-103,999",11,11
54328,Mitchell (Qld),"$91,000-103,999",12,11
54329,Mitchelton,"$91,000-103,999",148,11
54330,Moa Island,"$91,000-103,999",4,11
54331,Moffat Beach,"$91,000-103,999",46,11
54332,Moffatdale,"$91,000-103,999",3,11
54333,Moggill,"$91,000-103,999",85,11
54334,Molendinar,"$91,000-103,999",121,11
54335,Mona Park,"$91,000-103,999",3,11
54336,Monduran,"$91,000-103,999",5,11
54337,Monkland,"$91,000-103,999",17,11
54338,Monsildale,"$91,000-103,999",6,11
54339,Monto,"$91,000-103,999",12,11
54340,Montville,"$91,000-103,999",9,11
54341,Moogerah,"$91,000-103,999",6,11
54342,Moolboolaman,"$91,000-103,999",3,11
54343,Mooloo,"$91,000-103,999",4,11
54344,Mooloolaba,"$91,000-103,999",122,11
54345,Mooloolah Valley,"$91,000-103,999",56,11
54346,Moomin,"$91,000-103,999",4,11
54347,Moonford,"$91,000-103,999",3,11
54348,Moongan,"$91,000-103,999",3,11
54349,Moonie,"$91,000-103,999",9,11
54350,Moore Park Beach,"$91,000-103,999",24,11
54351,Moores Pocket,"$91,000-103,999",10,11
54352,Moorina (Qld),"$91,000-103,999",8,11
54353,Moorland (Qld),"$91,000-103,999",3,11
54354,Mooroobool,"$91,000-103,999",123,11
54355,Moorooka,"$91,000-103,999",161,11
54356,Moraby,"$91,000-103,999",3,11
54357,Moranbah,"$91,000-103,999",99,11
54358,Morayfield,"$91,000-103,999",428,11
54359,Moresby (Qld),"$91,000-103,999",3,11
54360,Morganville,"$91,000-103,999",7,11
54361,Morinish,"$91,000-103,999",3,11
54362,Morningside,"$91,000-103,999",147,11
54363,Mornington (Qld),"$91,000-103,999",33,11
54364,Morven (Qld),"$91,000-103,999",3,11
54365,Mossman,"$91,000-103,999",31,11
54366,Mossman Gorge,"$91,000-103,999",3,11
54367,Mothar Mountain,"$91,000-103,999",9,11
54368,Mount Abundance,"$91,000-103,999",7,11
54369,Mount Alford,"$91,000-103,999",7,11
54370,Mount Archer (Somerset - Qld),"$91,000-103,999",3,11
54371,Mount Chalmers,"$91,000-103,999",4,11
54372,Mount Coolum,"$91,000-103,999",94,11
54373,Mount Cotton,"$91,000-103,999",155,11
54374,Mount Crosby,"$91,000-103,999",23,11
54375,Mount Debateable,"$91,000-103,999",3,11
54376,Mount Forbes,"$91,000-103,999",4,11
54377,Mount French,"$91,000-103,999",6,11
54378,Mount Garnet,"$91,000-103,999",3,11
54379,Mount Gravatt,"$91,000-103,999",50,11
54380,Mount Gravatt East,"$91,000-103,999",193,11
54381,Mount Hallen,"$91,000-103,999",21,11
54382,Mount Jukes,"$91,000-103,999",4,11
54383,Mount Julian,"$91,000-103,999",10,11
54384,Mount Kelly,"$91,000-103,999",12,11
54385,Mount Kilcoy,"$91,000-103,999",4,11
54386,Mount Kynoch,"$91,000-103,999",8,11
54387,Mount Larcom,"$91,000-103,999",9,11
54388,Mount Lofty,"$91,000-103,999",44,11
54389,Mount Louisa,"$91,000-103,999",183,11
54390,Mount Low,"$91,000-103,999",118,11
54391,Mount Luke,"$91,000-103,999",4,11
54392,Mount Maria,"$91,000-103,999",3,11
54393,Mount Marrow,"$91,000-103,999",3,11
54394,Mount Marshall,"$91,000-103,999",5,11
54395,Mount Martin,"$91,000-103,999",3,11
54396,Mount Mee,"$91,000-103,999",15,11
54397,Mount Mellum,"$91,000-103,999",12,11
54398,Mount Molloy,"$91,000-103,999",6,11
54399,Mount Morgan,"$91,000-103,999",25,11
54400,Mount Nathan,"$91,000-103,999",28,11
54401,Mount Nebo,"$91,000-103,999",5,11
54402,Mount Ommaney,"$91,000-103,999",35,11
54403,Mount Ossa,"$91,000-103,999",3,11
54404,Mount Pelion,"$91,000-103,999",8,11
54405,Mount Perry,"$91,000-103,999",8,11
54406,Mount Pleasant (Mackay - Qld),"$91,000-103,999",66,11
54407,Mount Pleasant (Moreton Bay - Qld),"$91,000-103,999",9,11
54408,Mount Rascal,"$91,000-103,999",4,11
54409,Mount Sheridan (Qld),"$91,000-103,999",154,11
54410,Mount Tarampa,"$91,000-103,999",10,11
54411,Mount Tyson,"$91,000-103,999",6,11
54412,Mount Walker (Qld),"$91,000-103,999",7,11
54413,Mount Warren Park,"$91,000-103,999",112,11
54414,Mount Whitestone,"$91,000-103,999",4,11
54415,Mountain Creek (Qld),"$91,000-103,999",218,11
54416,Moura,"$91,000-103,999",33,11
54417,Mourilyan,"$91,000-103,999",10,11
54418,Mourilyan Harbour,"$91,000-103,999",5,11
54419,Mowbray (Qld),"$91,000-103,999",7,11
54420,Mudgeeraba,"$91,000-103,999",303,11
54421,Mudjimba,"$91,000-103,999",50,11
54422,Mulambin,"$91,000-103,999",13,11
54423,Mulgildie,"$91,000-103,999",9,11
54424,Munbilla,"$91,000-103,999",6,11
54425,Mundingburra,"$91,000-103,999",53,11
54426,Mundoo,"$91,000-103,999",18,11
54427,Mundoolun,"$91,000-103,999",41,11
54428,Mundowran,"$91,000-103,999",5,11
54429,Mundubbera,"$91,000-103,999",19,11
54430,Mungindi (Qld),"$91,000-103,999",3,11
54431,Munruben,"$91,000-103,999",60,11
54432,Murarrie,"$91,000-103,999",72,11
54433,Murgon,"$91,000-103,999",34,11
54434,Murphys Creek (Qld),"$91,000-103,999",17,11
54435,Murray Upper,"$91,000-103,999",4,11
54436,Murrumba Downs,"$91,000-103,999",207,11
54437,Mutchilba,"$91,000-103,999",11,11
54438,Mutdapilly,"$91,000-103,999",3,11
54439,Mysterton,"$91,000-103,999",19,11
54440,Nambour,"$91,000-103,999",197,11
54441,Nanango,"$91,000-103,999",43,11
54442,Nandi,"$91,000-103,999",5,11
54443,Nangwee,"$91,000-103,999",3,11
54444,Nankin,"$91,000-103,999",4,11
54445,Nanum,"$91,000-103,999",20,11
54446,Narangba,"$91,000-103,999",438,11
54447,Nathan,"$91,000-103,999",13,11
54448,Natural Bridge,"$91,000-103,999",3,11
54449,Nebo,"$91,000-103,999",12,11
54450,Nelly Bay,"$91,000-103,999",15,11
54451,Nerang,"$91,000-103,999",327,11
54452,Nerimbera,"$91,000-103,999",5,11
54453,Neurum,"$91,000-103,999",5,11
54454,New Auckland,"$91,000-103,999",73,11
54455,New Beith,"$91,000-103,999",95,11
54456,New Farm,"$91,000-103,999",144,11
54457,New Harbourline,"$91,000-103,999",9,11
54458,New Mapoon,"$91,000-103,999",5,11
54459,Newell,"$91,000-103,999",5,11
54460,Newmarket,"$91,000-103,999",65,11
54461,Newport (Qld),"$91,000-103,999",52,11
54462,Newstead (Qld),"$91,000-103,999",35,11
54463,Newtown (Ipswich - Qld),"$91,000-103,999",24,11
54464,Newtown (Toowoomba - Qld),"$91,000-103,999",158,11
54465,Nikenbah,"$91,000-103,999",13,11
54466,Nindaroo,"$91,000-103,999",4,11
54467,Ninderry,"$91,000-103,999",24,11
54468,Ningi,"$91,000-103,999",91,11
54469,Nobby,"$91,000-103,999",6,11
54470,Nome,"$91,000-103,999",15,11
54471,Noosa Heads,"$91,000-103,999",75,11
54472,Noosaville,"$91,000-103,999",135,11
54473,Norman Gardens,"$91,000-103,999",163,11
54474,Norman Park,"$91,000-103,999",74,11
54475,Normanton,"$91,000-103,999",13,11
54476,North Arm (Qld),"$91,000-103,999",18,11
54477,North Booval,"$91,000-103,999",65,11
54478,North Eton,"$91,000-103,999",4,11
54479,North Ipswich,"$91,000-103,999",89,11
54480,North Isis,"$91,000-103,999",4,11
54481,North Lakes,"$91,000-103,999",470,11
54482,North Mackay,"$91,000-103,999",96,11
54483,North Maclean,"$91,000-103,999",28,11
54484,North Maleny,"$91,000-103,999",10,11
54485,North Talwood,"$91,000-103,999",3,11
54486,North Toowoomba,"$91,000-103,999",46,11
54487,North Ward,"$91,000-103,999",63,11
54488,Northgate (Qld),"$91,000-103,999",79,11
54489,Norville,"$91,000-103,999",36,11
54490,Norwell,"$91,000-103,999",4,11
54491,Nudgee,"$91,000-103,999",60,11
54492,Nudgee Beach,"$91,000-103,999",5,11
54493,Nundah,"$91,000-103,999",216,11
54494,Nundubbermere,"$91,000-103,999",4,11
54495,Oak Beach,"$91,000-103,999",8,11
54496,Oak Valley,"$91,000-103,999",14,11
54497,Oakdale (Qld),"$91,000-103,999",4,11
54498,Oakenden,"$91,000-103,999",9,11
54499,Oakey,"$91,000-103,999",82,11
54500,Oakhurst (Qld),"$91,000-103,999",26,11
54501,Oakwood (Qld),"$91,000-103,999",9,11
54502,Obi Obi,"$91,000-103,999",3,11
54503,Ocean View,"$91,000-103,999",18,11
54504,One Mile (Qld),"$91,000-103,999",30,11
54505,Oombabeer,"$91,000-103,999",5,11
54506,Oonoonba,"$91,000-103,999",27,11
54507,Ooralea,"$91,000-103,999",58,11
54508,Orallo,"$91,000-103,999",4,11
54509,Orange Creek,"$91,000-103,999",3,11
54510,Orion,"$91,000-103,999",3,11
54511,Ormeau,"$91,000-103,999",306,11
54512,Ormeau Hills,"$91,000-103,999",67,11
54513,Ormiston,"$91,000-103,999",99,11
54514,Osborne (Qld),"$91,000-103,999",4,11
54515,Owanyilla,"$91,000-103,999",4,11
54516,Owens Creek,"$91,000-103,999",3,11
54517,Oxenford,"$91,000-103,999",286,11
54518,Oxford,"$91,000-103,999",3,11
54519,Oxley (Qld),"$91,000-103,999",138,11
54520,Oyster Creek,"$91,000-103,999",3,11
54521,Pacific Heights,"$91,000-103,999",19,11
54522,Pacific Paradise,"$91,000-103,999",39,11
54523,Pacific Pines,"$91,000-103,999",392,11
54524,Paddington (Qld),"$91,000-103,999",81,11
54525,Paddys Green,"$91,000-103,999",9,11
54526,Paget,"$91,000-103,999",5,11
54527,Pallara,"$91,000-103,999",4,11
54528,Pallarenda,"$91,000-103,999",13,11
54529,Palm Beach (Qld),"$91,000-103,999",262,11
54530,Palm Cove,"$91,000-103,999",36,11
54531,Palm Island,"$91,000-103,999",19,11
54532,Palmview,"$91,000-103,999",14,11
54533,Palmwoods (Qld),"$91,000-103,999",121,11
54534,Palmyra (Qld),"$91,000-103,999",13,11
54535,Paradise Point,"$91,000-103,999",105,11
54536,Park Avenue,"$91,000-103,999",96,11
54537,Park Ridge,"$91,000-103,999",31,11
54538,Park Ridge South,"$91,000-103,999",35,11
54539,Parkhurst,"$91,000-103,999",50,11
54540,Parkinson,"$91,000-103,999",170,11
54541,Parklands (Qld),"$91,000-103,999",3,11
54542,Parkside (Qld),"$91,000-103,999",18,11
54543,Parkwood (Qld),"$91,000-103,999",169,11
54544,Parramatta Park,"$91,000-103,999",52,11
54545,Parrearra,"$91,000-103,999",73,11
54546,Patrick Estate,"$91,000-103,999",7,11
54547,Peachester,"$91,000-103,999",24,11
54548,Peacock Siding,"$91,000-103,999",3,11
54549,Peak Crossing,"$91,000-103,999",18,11
54550,Peeramon,"$91,000-103,999",13,11
54551,Pelican Waters,"$91,000-103,999",98,11
54552,Pentland,"$91,000-103,999",3,11
54553,Peregian Beach,"$91,000-103,999",84,11
54554,Peregian Springs,"$91,000-103,999",134,11
54555,Perwillowen,"$91,000-103,999",6,11
54556,Petrie,"$91,000-103,999",172,11
54557,Petrie Terrace,"$91,000-103,999",9,11
54558,Pheasant Creek (Qld),"$91,000-103,999",3,11
54559,Pialba,"$91,000-103,999",37,11
54560,Pie Creek,"$91,000-103,999",31,11
54561,Pimlico (Qld),"$91,000-103,999",35,11
54562,Pimpama,"$91,000-103,999",213,11
54563,Pinbarren,"$91,000-103,999",6,11
54564,Pine Creek (Qld),"$91,000-103,999",4,11
54565,Pine Mountain (Qld),"$91,000-103,999",30,11
54566,Pinjarra Hills,"$91,000-103,999",7,11
54567,Pink Lily,"$91,000-103,999",7,11
54568,Pinkenba,"$91,000-103,999",3,11
54569,Pioneer (Qld),"$91,000-103,999",25,11
54570,Pirrinuan,"$91,000-103,999",7,11
54571,Pittsworth,"$91,000-103,999",65,11
54572,Placid Hills,"$91,000-103,999",13,11
54573,Plainland,"$91,000-103,999",30,11
54574,Pleystowe,"$91,000-103,999",7,11
54575,Point Lookout,"$91,000-103,999",11,11
54576,Point Vernon,"$91,000-103,999",64,11
54577,Pomona (Qld),"$91,000-103,999",55,11
54578,Poona,"$91,000-103,999",3,11
54579,Port Douglas,"$91,000-103,999",72,11
54580,Postmans Ridge,"$91,000-103,999",8,11
54581,Pozieres,"$91,000-103,999",4,11
54582,Prairie (Qld),"$91,000-103,999",4,11
54583,Pratten,"$91,000-103,999",4,11
54584,Prenzlau,"$91,000-103,999",11,11
54585,Preston (Toowoomba - Qld),"$91,000-103,999",12,11
54586,Preston (Whitsunday - Qld),"$91,000-103,999",12,11
54587,Priestdale,"$91,000-103,999",4,11
54588,Prince Henry Heights,"$91,000-103,999",8,11
54589,Proserpine,"$91,000-103,999",71,11
54590,Prospect (Qld),"$91,000-103,999",3,11
54591,Proston,"$91,000-103,999",4,11
54592,Purga,"$91,000-103,999",8,11
54593,Queenton,"$91,000-103,999",11,11
54594,Quilpie,"$91,000-103,999",14,11
54595,Quinalow,"$91,000-103,999",8,11
54596,Qunaba,"$91,000-103,999",18,11
54597,Racecourse,"$91,000-103,999",6,11
54598,Raceview,"$91,000-103,999",197,11
54599,Raglan (Qld),"$91,000-103,999",3,11
54600,Railway Estate,"$91,000-103,999",28,11
54601,Rainbow Beach,"$91,000-103,999",12,11
54602,Ramsay (Qld),"$91,000-103,999",3,11
54603,Rangeville,"$91,000-103,999",143,11
54604,Rangewood,"$91,000-103,999",13,11
54605,Ransome,"$91,000-103,999",4,11
54606,Rasmussen,"$91,000-103,999",75,11
54607,Rathdowney,"$91,000-103,999",8,11
54608,Ravensbourne,"$91,000-103,999",5,11
54609,Rawbelle,"$91,000-103,999",3,11
54610,Redbank (Qld),"$91,000-103,999",16,11
54611,Redbank Creek,"$91,000-103,999",3,11
54612,Redbank Plains,"$91,000-103,999",360,11
54613,Redcliffe (Qld),"$91,000-103,999",155,11
54614,Redland Bay,"$91,000-103,999",257,11
54615,Redlynch,"$91,000-103,999",195,11
54616,Redridge,"$91,000-103,999",9,11
54617,Redwood,"$91,000-103,999",4,11
54618,Reedy Creek (Qld),"$91,000-103,999",101,11
54619,Reesville,"$91,000-103,999",11,11
54620,Regency Downs,"$91,000-103,999",47,11
54621,Regents Park (Qld),"$91,000-103,999",267,11
54622,Richlands (Qld),"$91,000-103,999",48,11
54623,Richmond (Richmond - Qld),"$91,000-103,999",8,11
54624,Richmond Hill (Qld),"$91,000-103,999",28,11
54625,Ridgelands,"$91,000-103,999",5,11
54626,Ridgewood (Qld),"$91,000-103,999",3,11
54627,Riordanvale,"$91,000-103,999",7,11
54628,Ripley,"$91,000-103,999",37,11
54629,Rita Island,"$91,000-103,999",3,11
54630,River Heads,"$91,000-103,999",25,11
54631,Riverhills,"$91,000-103,999",80,11
54632,Riverview (Qld),"$91,000-103,999",27,11
54633,Roadvale,"$91,000-103,999",4,11
54634,Robertson (Qld),"$91,000-103,999",63,11
54635,Robina,"$91,000-103,999",459,11
54636,Roche Creek,"$91,000-103,999",5,11
54637,Rochedale,"$91,000-103,999",56,11
54638,Rochedale South,"$91,000-103,999",329,11
54639,Rockhampton City,"$91,000-103,999",31,11
54640,Rocklea (Qld),"$91,000-103,999",19,11
54641,Rocksberg,"$91,000-103,999",9,11
54642,Rockville,"$91,000-103,999",51,11
54643,Rocky Point (Weipa - Qld),"$91,000-103,999",26,11
54644,Rockyview,"$91,000-103,999",29,11
54645,Rodds Bay,"$91,000-103,999",3,11
54646,Rolleston,"$91,000-103,999",9,11
54647,Roma,"$91,000-103,999",122,11
54648,Ropeley,"$91,000-103,999",6,11
54649,Rosedale (Qld),"$91,000-103,999",4,11
54650,Rosemount,"$91,000-103,999",33,11
54651,Roseneath,"$91,000-103,999",3,11
54652,Rosenthal Heights,"$91,000-103,999",57,11
54653,Rosevale (Qld),"$91,000-103,999",5,11
54654,Rosewood (Qld),"$91,000-103,999",43,11
54655,Rosslea,"$91,000-103,999",27,11
54656,Rosslyn,"$91,000-103,999",6,11
54657,Rossvale,"$91,000-103,999",4,11
54658,Rossville,"$91,000-103,999",3,11
54659,Rothwell,"$91,000-103,999",110,11
54660,Royston,"$91,000-103,999",4,11
54661,Rubyanna,"$91,000-103,999",10,11
54662,Runaway Bay,"$91,000-103,999",167,11
54663,Runcorn,"$91,000-103,999",297,11
54664,Running Creek (Qld),"$91,000-103,999",4,11
54665,Rural View,"$91,000-103,999",77,11
54666,Rush Creek,"$91,000-103,999",6,11
54667,Russell Island,"$91,000-103,999",23,11
54668,Sadliers Crossing,"$91,000-103,999",25,11
54669,Saibai Island,"$91,000-103,999",7,11
54670,Salisbury (Qld),"$91,000-103,999",97,11
54671,Samford Valley,"$91,000-103,999",44,11
54672,Samford Village,"$91,000-103,999",13,11
54673,Samsonvale,"$91,000-103,999",6,11
54674,Sandgate (Qld),"$91,000-103,999",63,11
54675,Sandstone Point,"$91,000-103,999",69,11
54676,Sandy Creek (Qld),"$91,000-103,999",11,11
54677,Sandy Ridges,"$91,000-103,999",3,11
54678,Sarina,"$91,000-103,999",85,11
54679,Sarina Beach,"$91,000-103,999",8,11
54680,Sarina Range,"$91,000-103,999",6,11
54681,Saunders Beach,"$91,000-103,999",8,11
54682,Scarborough (Qld),"$91,000-103,999",144,11
54683,Scarness,"$91,000-103,999",43,11
54684,Scottville,"$91,000-103,999",3,11
54685,Seaforth (Qld),"$91,000-103,999",16,11
54686,Septimus,"$91,000-103,999",6,11
54687,Seventeen Mile Rocks,"$91,000-103,999",41,11
54688,Seventy Mile,"$91,000-103,999",5,11
54689,Severnlea,"$91,000-103,999",3,11
54690,Sexton,"$91,000-103,999",8,11
54691,Shailer Park,"$91,000-103,999",249,11
54692,Shannonvale,"$91,000-103,999",3,11
54693,Sharon,"$91,000-103,999",21,11
54694,Shaw,"$91,000-103,999",13,11
54695,Sheldon,"$91,000-103,999",44,11
54696,Shell Pocket,"$91,000-103,999",4,11
54697,Shelly Beach (Sunshine Coast - Qld),"$91,000-103,999",22,11
54698,Sherwood (Qld),"$91,000-103,999",64,11
54699,Shirbourne,"$91,000-103,999",3,11
54700,Shute Harbour,"$91,000-103,999",5,11
54701,Silkstone,"$91,000-103,999",72,11
54702,Silkwood,"$91,000-103,999",11,11
54703,Silver Ridge,"$91,000-103,999",4,11
54704,Silver Valley,"$91,000-103,999",4,11
54705,Silverleaf,"$91,000-103,999",3,11
54706,Silverleigh,"$91,000-103,999",3,11
54707,Sinnamon Park,"$91,000-103,999",101,11
54708,Sippy Downs,"$91,000-103,999",170,11
54709,Slacks Creek,"$91,000-103,999",167,11
54710,Slade Point,"$91,000-103,999",63,11
54711,Sladevale,"$91,000-103,999",5,11
54712,Smithfield (Qld),"$91,000-103,999",89,11
54713,Smoky Creek,"$91,000-103,999",4,11
54714,Soldiers Hill (Qld),"$91,000-103,999",34,11
54715,South Bingera,"$91,000-103,999",8,11
54716,South Brisbane,"$91,000-103,999",77,11
54717,South East Nanango,"$91,000-103,999",5,11
54718,South Gladstone,"$91,000-103,999",44,11
54719,South Innisfail,"$91,000-103,999",6,11
54720,South Isis,"$91,000-103,999",4,11
54721,South Johnstone,"$91,000-103,999",10,11
54722,South Kolan,"$91,000-103,999",17,11
54723,South Mackay,"$91,000-103,999",98,11
54724,South Maclean,"$91,000-103,999",27,11
54725,South Mission Beach,"$91,000-103,999",19,11
54726,South Nanango,"$91,000-103,999",16,11
54727,South Ripley,"$91,000-103,999",23,11
54728,South Talwood,"$91,000-103,999",3,11
54729,South Toowoomba,"$91,000-103,999",88,11
54730,South Townsville,"$91,000-103,999",26,11
54731,Southbrook,"$91,000-103,999",10,11
54732,Southern Cross (Qld),"$91,000-103,999",12,11
54733,Southport (Qld),"$91,000-103,999",421,11
54734,Southside,"$91,000-103,999",93,11
54735,Speewah,"$91,000-103,999",20,11
54736,Spring Creek (Lockyer Valley - Qld),"$91,000-103,999",5,11
54737,Spring Creek (Toowoomba - Qld),"$91,000-103,999",4,11
54738,Spring Hill (Qld),"$91,000-103,999",60,11
54739,Springbrook,"$91,000-103,999",14,11
54740,Springfield (Ipswich - Qld),"$91,000-103,999",140,11
54741,Springfield Lakes,"$91,000-103,999",346,11
54742,Springside (Qld),"$91,000-103,999",4,11
54743,Springsure,"$91,000-103,999",30,11
54744,Springwood (Qld),"$91,000-103,999",189,11
54745,St George (Qld),"$91,000-103,999",67,11
54746,St Helens Beach,"$91,000-103,999",4,11
54747,St Kilda (Qld),"$91,000-103,999",3,11
54748,St Lawrence,"$91,000-103,999",3,11
54749,St Lucia,"$91,000-103,999",90,11
54750,St Ruth,"$91,000-103,999",3,11
54751,Stafford,"$91,000-103,999",109,11
54752,Stafford Heights,"$91,000-103,999",126,11
54753,Stanmore (Qld),"$91,000-103,999",10,11
54754,Stanthorpe,"$91,000-103,999",91,11
54755,Stanwell,"$91,000-103,999",5,11
54756,Steiglitz (Qld),"$91,000-103,999",20,11
54757,Stockleigh,"$91,000-103,999",15,11
54758,Stony Creek (Qld),"$91,000-103,999",5,11
54759,Stoters Hill,"$91,000-103,999",3,11
54760,Stratford (Qld),"$91,000-103,999",25,11
54761,Strathdickie,"$91,000-103,999",20,11
54762,Strathpine,"$91,000-103,999",215,11
54763,Stretton,"$91,000-103,999",74,11
54764,Struck Oil,"$91,000-103,999",3,11
54765,Stuart (Qld),"$91,000-103,999",8,11
54766,Sugarloaf (Southern Downs - Qld),"$91,000-103,999",3,11
54767,Sugarloaf (Whitsunday - Qld),"$91,000-103,999",9,11
54768,Summerholm,"$91,000-103,999",9,11
54769,Sumner,"$91,000-103,999",18,11
54770,Sun Valley (Qld),"$91,000-103,999",20,11
54771,Sunnybank,"$91,000-103,999",119,11
54772,Sunnybank Hills,"$91,000-103,999",284,11
54773,Sunnyside (Qld),"$91,000-103,999",3,11
54774,Sunrise Beach,"$91,000-103,999",59,11
54775,Sunset,"$91,000-103,999",28,11
54776,Sunshine Acres,"$91,000-103,999",11,11
54777,Sunshine Beach,"$91,000-103,999",45,11
54778,Surat,"$91,000-103,999",6,11
54779,Surfers Paradise,"$91,000-103,999",344,11
54780,Svensson Heights,"$91,000-103,999",49,11
54781,Swan Creek (Qld),"$91,000-103,999",3,11
54782,Taigum,"$91,000-103,999",116,11
54783,Takura,"$91,000-103,999",12,11
54784,Talegalla Weir,"$91,000-103,999",3,11
54785,Talgai,"$91,000-103,999",5,11
54786,Tallai,"$91,000-103,999",62,11
54787,Tallebudgera,"$91,000-103,999",65,11
54788,Tallebudgera Valley,"$91,000-103,999",16,11
54789,Tallegalla,"$91,000-103,999",12,11
54790,Tamaree,"$91,000-103,999",17,11
54791,Tamborine,"$91,000-103,999",86,11
54792,Tamborine Mountain,"$91,000-103,999",130,11
54793,Tanah Merah,"$91,000-103,999",99,11
54794,Tanawha,"$91,000-103,999",24,11
54795,Tanby,"$91,000-103,999",9,11
54796,Tandur,"$91,000-103,999",5,11
54797,Tangorin,"$91,000-103,999",5,11
54798,Tannum Sands,"$91,000-103,999",71,11
54799,Taranganba,"$91,000-103,999",41,11
54800,Targinnie,"$91,000-103,999",4,11
