,SSC,variable,value,sortOrder
666,Ellerslie (Wentworth - NSW),Nil-Payments,4,1
667,Ellerston,Nil-Payments,15,1
668,Elsmore,Nil-Payments,38,1
669,Emerald Beach,Nil-Payments,6,1
670,Emerald Hill,Nil-Payments,7,1
671,Emmaville,Nil-Payments,4,1
672,Empire Bay,Nil-Payments,10,1
673,Emu Heights (NSW),Nil-Payments,11,1
674,Emu Plains,Nil-Payments,26,1
675,Enfield (NSW),Nil-Payments,11,1
676,Engadine,Nil-Payments,21,1
677,Enmore (Inner West - NSW),Nil-Payments,8,1
678,Epping (NSW),Nil-Payments,82,1
679,Erigolia,Nil-Payments,4,1
680,Erina,Nil-Payments,11,1
681,Ermington,Nil-Payments,29,1
682,Erskine Park,Nil-Payments,5,1
683,Erskineville,Nil-Payments,21,1
684,Eschol Park,Nil-Payments,6,1
685,Essington,Nil-Payments,5,1
686,Estella,Nil-Payments,6,1
687,Ettalong Beach,Nil-Payments,13,1
688,Euabalong,Nil-Payments,12,1
689,Euabalong West,Nil-Payments,3,1
690,Euchareena,Nil-Payments,6,1
691,Eugowra,Nil-Payments,11,1
692,Eumungerie,Nil-Payments,3,1
693,Eunanoreenya,Nil-Payments,6,1
694,Eungai Creek,Nil-Payments,5,1
695,Eureka (NSW),Nil-Payments,5,1
696,Eurongilly,Nil-Payments,7,1
697,Eurunderee,Nil-Payments,7,1
698,Euston,Nil-Payments,10,1
699,Evans Head,Nil-Payments,16,1
700,Ewingsdale,Nil-Payments,7,1
701,Exeter (NSW),Nil-Payments,10,1
702,Fairfield (NSW),Nil-Payments,50,1
703,Fairfield East,Nil-Payments,15,1
704,Fairfield Heights,Nil-Payments,20,1
705,Fairfield West,Nil-Payments,27,1
706,Fairlight,Nil-Payments,19,1
707,Fairy Meadow,Nil-Payments,34,1
708,Farmborough Heights,Nil-Payments,3,1
709,Faulconbridge,Nil-Payments,4,1
710,Federal (NSW),Nil-Payments,6,1
711,Fern Bay,Nil-Payments,4,1
712,Fernhill,Nil-Payments,8,1
713,Fiddletown,Nil-Payments,4,1
714,Fifield,Nil-Payments,3,1
715,Figtree,Nil-Payments,21,1
716,Fingal Bay,Nil-Payments,3,1
717,Fingal Head,Nil-Payments,3,1
718,Finley,Nil-Payments,34,1
719,Fishermans Paradise,Nil-Payments,5,1
720,Fitzroy Falls,Nil-Payments,3,1
721,Five Dock,Nil-Payments,29,1
722,Fletcher (NSW),Nil-Payments,7,1
723,Flinders (NSW),Nil-Payments,10,1
724,Forbes (NSW),Nil-Payments,39,1
725,Forbes Creek,Nil-Payments,4,1
726,Forbesdale,Nil-Payments,4,1
727,Fords Bridge,Nil-Payments,3,1
728,Forest Glen (NSW),Nil-Payments,4,1
729,Forest Hill (NSW),Nil-Payments,5,1
730,Forest Lodge,Nil-Payments,21,1
731,Forestville (NSW),Nil-Payments,20,1
732,Forresters Beach,Nil-Payments,5,1
733,Forster (NSW),Nil-Payments,47,1
734,Fowlers Gap,Nil-Payments,3,1
735,Frazers Creek,Nil-Payments,5,1
736,Freemans Reach,Nil-Payments,12,1
737,Frenchs Forest,Nil-Payments,23,1
738,Freshwater (NSW),Nil-Payments,16,1
739,Frogmore,Nil-Payments,4,1
740,Galong,Nil-Payments,11,1
741,Galston,Nil-Payments,6,1
742,Ganmain,Nil-Payments,8,1
743,Garah,Nil-Payments,23,1
744,Garden Suburb,Nil-Payments,3,1
745,Gateshead,Nil-Payments,6,1
746,Georges Hall,Nil-Payments,26,1
747,Georgetown (NSW),Nil-Payments,6,1
748,Georgica,Nil-Payments,3,1
749,Gerogery,Nil-Payments,4,1
750,Gerringong,Nil-Payments,10,1
751,Gerroa,Nil-Payments,9,1
752,Ghoolendaadi,Nil-Payments,4,1
753,Gilgandra,Nil-Payments,18,1
754,Gilmandyke,Nil-Payments,5,1
755,Gin Gin (NSW),Nil-Payments,6,1
756,Girards Hill,Nil-Payments,3,1
757,Girraween (NSW),Nil-Payments,7,1
758,Gladesville,Nil-Payments,39,1
759,Glebe (NSW),Nil-Payments,38,1
760,Gledswood Hills,Nil-Payments,4,1
761,Glen Alice,Nil-Payments,3,1
762,Glen Alpine,Nil-Payments,7,1
763,Glen Innes,Nil-Payments,25,1
764,Glen Oak,Nil-Payments,3,1
765,Glen William,Nil-Payments,3,1
766,Glenbrook,Nil-Payments,7,1
767,Glencoe (NSW),Nil-Payments,3,1
768,Glendale (NSW),Nil-Payments,3,1
769,Glendon Brook,Nil-Payments,5,1
770,Glenfield (NSW),Nil-Payments,16,1
771,Glenfield Park,Nil-Payments,11,1
772,Glenhaven,Nil-Payments,4,1
773,Gleniffer,Nil-Payments,4,1
774,Glenmore Park,Nil-Payments,20,1
775,Glennies Creek,Nil-Payments,5,1
776,Glenning Valley,Nil-Payments,3,1
777,Glenorie,Nil-Payments,17,1
778,Glenquarry,Nil-Payments,6,1
779,Glenreagh,Nil-Payments,7,1
780,Glenroy (Albury - NSW),Nil-Payments,5,1
781,Glenroy (Snowy Valleys - NSW),Nil-Payments,6,1
782,Glenwood (NSW),Nil-Payments,10,1
783,Glossodia,Nil-Payments,5,1
784,Gloucester,Nil-Payments,16,1
785,Godfreys Creek,Nil-Payments,3,1
786,Gol Gol,Nil-Payments,6,1
787,Gongolgon,Nil-Payments,5,1
788,Goodooga,Nil-Payments,9,1
789,Goolgowi,Nil-Payments,9,1
790,Goolma,Nil-Payments,4,1
791,Goolmangar,Nil-Payments,5,1
792,Gooloogong,Nil-Payments,3,1
793,Goonellabah,Nil-Payments,17,1
794,Goonengerry,Nil-Payments,5,1
795,Goonoo Goonoo,Nil-Payments,3,1
796,Gordon (NSW),Nil-Payments,26,1
797,Gorokan,Nil-Payments,16,1
798,Gosford,Nil-Payments,5,1
799,Goulburn,Nil-Payments,60,1
800,Grafton,Nil-Payments,33,1
801,Graman,Nil-Payments,8,1
802,Granville (NSW),Nil-Payments,42,1
803,Grasmere,Nil-Payments,4,1
804,Grassy Head,Nil-Payments,5,1
805,Gravesend,Nil-Payments,14,1
806,Green Hills (Armidale Regional - NSW),Nil-Payments,4,1
807,Green Point (Central Coast - NSW),Nil-Payments,12,1
808,Green Valley (NSW),Nil-Payments,23,1
809,Greenacre,Nil-Payments,77,1
810,Greendale (Liverpool - NSW),Nil-Payments,6,1
811,Greenethorpe,Nil-Payments,5,1
812,Greenfield Park,Nil-Payments,6,1
813,Greenhill (NSW),Nil-Payments,3,1
814,Greenleigh,Nil-Payments,6,1
815,Greenwell Point,Nil-Payments,3,1
816,Greenwich,Nil-Payments,16,1
817,Gregory Hills,Nil-Payments,8,1
818,Grenfell,Nil-Payments,23,1
819,Gresford,Nil-Payments,4,1
820,Greta (NSW),Nil-Payments,6,1
821,Greystanes,Nil-Payments,44,1
822,Griffith (NSW),Nil-Payments,56,1
823,Grogan,Nil-Payments,3,1
824,Grong Grong,Nil-Payments,5,1
825,Grose Vale,Nil-Payments,7,1
826,Guildford (NSW),Nil-Payments,53,1
827,Guildford West,Nil-Payments,12,1
828,Gulargambone,Nil-Payments,18,1
829,Gulf Creek,Nil-Payments,4,1
830,Gulgong,Nil-Payments,14,1
831,Gunbar,Nil-Payments,10,1
832,Gundagai,Nil-Payments,15,1
833,Gundaroo,Nil-Payments,10,1
834,Gundy,Nil-Payments,4,1
835,Gungal,Nil-Payments,3,1
836,Gunnedah,Nil-Payments,37,1
837,Gunning,Nil-Payments,10,1
838,Gunningbland,Nil-Payments,4,1
839,Gurley,Nil-Payments,9,1
840,Gurrundah,Nil-Payments,4,1
841,Guyong,Nil-Payments,4,1
842,Guyra,Nil-Payments,15,1
843,Gwabegar,Nil-Payments,3,1
844,Gwandalan,Nil-Payments,8,1
845,Gwynneville,Nil-Payments,13,1
846,Gymea,Nil-Payments,22,1
847,Gymea Bay,Nil-Payments,12,1
848,Haberfield,Nil-Payments,24,1
849,Halekulani,Nil-Payments,5,1
850,Hallsville,Nil-Payments,6,1
851,Hamilton (NSW),Nil-Payments,21,1
852,Hamilton South,Nil-Payments,4,1
853,Hamlyn Terrace,Nil-Payments,8,1
854,Hampton (NSW),Nil-Payments,3,1
855,Hanging Rock,Nil-Payments,5,1
856,Hanwood,Nil-Payments,15,1
857,Harden,Nil-Payments,9,1
858,Harefield,Nil-Payments,3,1
859,Harrington,Nil-Payments,10,1
860,Harrington Park,Nil-Payments,9,1
861,Harris Park,Nil-Payments,11,1
862,Hassall Grove,Nil-Payments,5,1
863,Hat Head,Nil-Payments,3,1
864,Hawks Nest,Nil-Payments,6,1
865,Hay (NSW),Nil-Payments,26,1
866,Hay South,Nil-Payments,6,1
867,Haymarket,Nil-Payments,37,1
868,Haywards Bay,Nil-Payments,5,1
869,Hazelbrook,Nil-Payments,15,1
870,Heathcote (NSW),Nil-Payments,8,1
871,Hebersham,Nil-Payments,12,1
872,Helensburgh,Nil-Payments,8,1
873,Henty (NSW),Nil-Payments,19,1
874,Hermitage Flat,Nil-Payments,5,1
875,Hernani,Nil-Payments,4,1
876,Herons Creek,Nil-Payments,4,1
877,High Range,Nil-Payments,4,1
878,Hill Top (Wingecarribee - NSW),Nil-Payments,5,1
879,Hillgrove (Armidale Regional - NSW),Nil-Payments,5,1
880,Hillsdale,Nil-Payments,18,1
881,Hillston,Nil-Payments,27,1
882,Hillville,Nil-Payments,4,1
883,Hillvue,Nil-Payments,15,1
884,Hinchinbrook (NSW),Nil-Payments,15,1
885,Hobartville (NSW),Nil-Payments,10,1
886,Hobbys Yards,Nil-Payments,3,1
887,Holbrook,Nil-Payments,11,1
888,Holgate,Nil-Payments,5,1
889,Hollydeen,Nil-Payments,4,1
890,Holmesville,Nil-Payments,10,1
891,Holroyd,Nil-Payments,3,1
892,Holsworthy,Nil-Payments,7,1
893,Homebush (NSW),Nil-Payments,21,1
894,Homebush West,Nil-Payments,27,1
895,Horningsea Park,Nil-Payments,8,1
896,Hornsby,Nil-Payments,55,1
897,Hornsby Heights,Nil-Payments,12,1
898,Horsley,Nil-Payments,3,1
899,Horsley Park,Nil-Payments,16,1
900,Howes Valley,Nil-Payments,3,1
901,Howlong,Nil-Payments,19,1
902,Hoxton Park,Nil-Payments,7,1
903,Humula,Nil-Payments,3,1
904,Hunters Hill,Nil-Payments,21,1
905,Huntley (Wollongong - NSW),Nil-Payments,3,1
906,Huntleys Cove,Nil-Payments,3,1
907,Huntleys Point,Nil-Payments,4,1
908,Hurlstone Park,Nil-Payments,9,1
909,Hurstville,Nil-Payments,119,1
910,Hurstville Grove,Nil-Payments,4,1
911,Huskisson,Nil-Payments,5,1
912,Ilford,Nil-Payments,3,1
913,Illabo,Nil-Payments,3,1
914,Illaroo,Nil-Payments,4,1
915,Illawong,Nil-Payments,4,1
916,Iluka (NSW),Nil-Payments,10,1
917,Ingleburn,Nil-Payments,27,1
918,Ingleside,Nil-Payments,9,1
919,Inverell,Nil-Payments,40,1
920,Ironbark (NSW),Nil-Payments,3,1
921,Irvington,Nil-Payments,4,1
922,Islington,Nil-Payments,8,1
923,Ivanhoe (NSW),Nil-Payments,8,1
924,Jamberoo,Nil-Payments,10,1
925,Jamisontown,Nil-Payments,5,1
926,Jannali,Nil-Payments,15,1
927,Jaspers Brush,Nil-Payments,4,1
928,Jeir,Nil-Payments,5,1
929,Jemalong,Nil-Payments,8,1
930,Jeogla,Nil-Payments,3,1
931,Jeremadra,Nil-Payments,7,1
932,Jerilderie,Nil-Payments,24,1
933,Jerrabomberra,Nil-Payments,12,1
934,Jerrara,Nil-Payments,4,1
935,Jerrawangala,Nil-Payments,4,1
936,Jerrys Plains,Nil-Payments,11,1
937,Jesmond,Nil-Payments,5,1
938,Jewells,Nil-Payments,4,1
939,Jiggi,Nil-Payments,7,1
940,Jilliby,Nil-Payments,4,1
941,Jindabyne,Nil-Payments,23,1
942,Jindera,Nil-Payments,6,1
943,Jingellic,Nil-Payments,5,1
944,Jordan Springs,Nil-Payments,8,1
945,Jugiong,Nil-Payments,8,1
946,Junee,Nil-Payments,8,1
947,Junee Reefs,Nil-Payments,4,1
948,Kahibah,Nil-Payments,5,1
949,Kalang,Nil-Payments,4,1
950,Kalaru,Nil-Payments,3,1
951,Kamarah,Nil-Payments,4,1
952,Kanahooka,Nil-Payments,11,1
953,Kandos,Nil-Payments,5,1
954,Kangaloon,Nil-Payments,3,1
955,Kangaroo Creek,Nil-Payments,3,1
956,Kangaroo Valley,Nil-Payments,10,1
957,Kanimbla (NSW),Nil-Payments,4,1
958,Kanwal,Nil-Payments,7,1
959,Karabar,Nil-Payments,22,1
960,Karangi,Nil-Payments,6,1
961,Kariong,Nil-Payments,11,1
962,Karuah,Nil-Payments,4,1
963,Katoomba,Nil-Payments,26,1
964,Kearns,Nil-Payments,3,1
965,Keera,Nil-Payments,3,1
966,Keiraville,Nil-Payments,11,1
967,Kellyville,Nil-Payments,29,1
968,Kellyville Ridge,Nil-Payments,11,1
969,Kelso (NSW),Nil-Payments,20,1
970,Kemps Creek,Nil-Payments,16,1
971,Kendall,Nil-Payments,5,1
972,Kenebri,Nil-Payments,6,1
973,Kensington (NSW),Nil-Payments,61,1
974,Kenthurst,Nil-Payments,18,1
975,Kentucky,Nil-Payments,3,1
976,Kentucky South,Nil-Payments,3,1
977,Kew (NSW),Nil-Payments,3,1
978,Khancoban,Nil-Payments,3,1
979,Kiacatoo,Nil-Payments,3,1
980,Kiama,Nil-Payments,23,1
981,Kiama Downs,Nil-Payments,11,1
982,Kiama Heights,Nil-Payments,6,1
983,Kikiamah,Nil-Payments,9,1
984,Kikoira,Nil-Payments,3,1
985,Kilgin,Nil-Payments,5,1
986,Killara (NSW),Nil-Payments,38,1
987,Killarney Heights,Nil-Payments,13,1
988,Killarney Vale,Nil-Payments,22,1
989,Kinchela,Nil-Payments,4,1
990,Kincumber,Nil-Payments,10,1
991,Kincumber South,Nil-Payments,4,1
992,Kindee,Nil-Payments,5,1
993,King Creek,Nil-Payments,3,1
994,Kings Langley,Nil-Payments,12,1
995,Kings Park (NSW),Nil-Payments,11,1
996,Kingscliff,Nil-Payments,25,1
997,Kingsford (NSW),Nil-Payments,61,1
998,Kingsgrove,Nil-Payments,32,1
999,Kingstown,Nil-Payments,8,1
1000,Kingsvale,Nil-Payments,7,1
1001,Kingswood (Bega Valley - NSW),Nil-Payments,4,1
1002,Kingswood (Penrith - NSW),Nil-Payments,9,1
1003,Kingswood (Tamworth Regional - NSW),Nil-Payments,3,1
1004,Kioloa,Nil-Payments,5,1
1005,Kirrawee,Nil-Payments,22,1
1006,Kirribilli,Nil-Payments,20,1
1007,Kitchener,Nil-Payments,4,1
1008,Knockrow,Nil-Payments,3,1
1009,Kogarah,Nil-Payments,59,1
1010,Kogarah Bay,Nil-Payments,8,1
1011,Koonawarra,Nil-Payments,4,1
1012,Koonorigan,Nil-Payments,6,1
1013,Koorawatha,Nil-Payments,9,1
1014,Kooringal (NSW),Nil-Payments,16,1
1015,Kootingal,Nil-Payments,5,1
1016,Koraleigh,Nil-Payments,4,1
1017,Koreelah,Nil-Payments,4,1
1018,Korora,Nil-Payments,3,1
1019,Kosciuszko National Park,Nil-Payments,15,1
1020,Kotara,Nil-Payments,8,1
1021,Krambach,Nil-Payments,3,1
1022,Kulnura,Nil-Payments,9,1
1023,Kundle Kundle,Nil-Payments,3,1
1024,Kurmond,Nil-Payments,9,1
1025,Kurnell,Nil-Payments,10,1
1026,Kurraba Point,Nil-Payments,3,1
1027,Kurrajong,Nil-Payments,4,1
1028,Kurrajong Heights,Nil-Payments,3,1
1029,Kurrajong Hills,Nil-Payments,4,1
1030,Kurri Kurri,Nil-Payments,15,1
1031,Kyalite,Nil-Payments,6,1
1032,Kyeemagh,Nil-Payments,3,1
1033,Kyle Bay,Nil-Payments,5,1
1034,Kynnumboon,Nil-Payments,4,1
1035,Kyogle,Nil-Payments,4,1
1036,La Perouse,Nil-Payments,4,1
1037,Ladysmith,Nil-Payments,3,1
1038,Laggan,Nil-Payments,3,1
1039,Lake Albert (NSW),Nil-Payments,17,1
1040,Lake Bathurst,Nil-Payments,3,1
1041,Lake Cargelligo,Nil-Payments,14,1
1042,Lake Cathie,Nil-Payments,10,1
1043,Lake Conjola,Nil-Payments,5,1
1044,Lake Haven,Nil-Payments,7,1
1045,Lake Heights,Nil-Payments,16,1
1046,Lake Illawarra,Nil-Payments,9,1
1047,Lake Munmorah,Nil-Payments,7,1
1048,Lake Tabourie,Nil-Payments,5,1
1049,Lake Wyangan,Nil-Payments,4,1
1050,Lakelands (NSW),Nil-Payments,3,1
1051,Lakemba,Nil-Payments,50,1
1052,Lakewood,Nil-Payments,7,1
1053,Lalalty,Nil-Payments,5,1
1054,Lalor Park,Nil-Payments,27,1
1055,Lambton,Nil-Payments,17,1
1056,Lane Cove,Nil-Payments,29,1
1057,Lane Cove North,Nil-Payments,28,1
1058,Lane Cove West,Nil-Payments,7,1
1059,Lanitza,Nil-Payments,3,1
1060,Lansdowne (Mid-Coast - NSW),Nil-Payments,7,1
1061,Lansvale,Nil-Payments,9,1
1062,Largs,Nil-Payments,3,1
1063,Laurieton,Nil-Payments,8,1
1064,Lavender Bay,Nil-Payments,5,1
1065,Lavington,Nil-Payments,32,1
1066,Lawson (NSW),Nil-Payments,4,1
1067,Leadville,Nil-Payments,6,1
1068,Leconfield,Nil-Payments,4,1
1069,Leeton,Nil-Payments,29,1
1070,Legume,Nil-Payments,3,1
1071,Leichhardt (NSW),Nil-Payments,33,1
1072,Lemon Tree,Nil-Payments,3,1
1073,Lemon Tree Passage,Nil-Payments,6,1
1074,Lennox Head,Nil-Payments,4,1
1075,Leonay,Nil-Payments,3,1
1076,Leppington,Nil-Payments,13,1
1077,Lethbridge Park,Nil-Payments,4,1
1078,Leumeah,Nil-Payments,20,1
1079,Leura,Nil-Payments,22,1
1080,Lewisham (NSW),Nil-Payments,14,1
1081,Liberty Grove,Nil-Payments,3,1
1082,Lidcombe,Nil-Payments,62,1
1083,Lidster,Nil-Payments,7,1
1084,Lightning Ridge,Nil-Payments,41,1
1085,Lillian Rock,Nil-Payments,9,1
1086,Lilyfield,Nil-Payments,18,1
1087,Limbri,Nil-Payments,3,1
1088,Limeburners Creek (Mid-Coast - NSW),Nil-Payments,6,1
1089,Limekilns,Nil-Payments,3,1
1090,Limpinwood,Nil-Payments,3,1
1091,Lindendale,Nil-Payments,3,1
1092,Lindesay,Nil-Payments,4,1
1093,Lindfield,Nil-Payments,35,1
1094,Lindifferon,Nil-Payments,3,1
1095,Lisarow,Nil-Payments,7,1
1096,Lismore (NSW),Nil-Payments,14,1
1097,Lithgow,Nil-Payments,14,1
1098,Little Bay,Nil-Payments,15,1
1099,Little Billabong,Nil-Payments,9,1
1100,Littleton,Nil-Payments,4,1
1101,Liverpool,Nil-Payments,69,1
1102,Llanarth (NSW),Nil-Payments,4,1
1103,Llandilo,Nil-Payments,4,1
1104,Lochiel (NSW),Nil-Payments,7,1
1105,Lochinvar,Nil-Payments,3,1
1106,Lockhart,Nil-Payments,14,1
1107,Loftus,Nil-Payments,8,1
1108,Logie Brae,Nil-Payments,3,1
1109,Londonderry (NSW),Nil-Payments,17,1
1110,Long Beach,Nil-Payments,8,1
1111,Long Jetty,Nil-Payments,25,1
1112,Longueville,Nil-Payments,8,1
1113,Loomberah,Nil-Payments,3,1
1114,Lord Howe Island,Nil-Payments,14,1
1115,Lorn,Nil-Payments,3,1
1116,Lostock,Nil-Payments,5,1
1117,Louth Park,Nil-Payments,5,1
1118,Lovedale,Nil-Payments,3,1
1119,Lower Acacia Creek,Nil-Payments,3,1
1120,Lower Belford,Nil-Payments,7,1
1121,Lower Macdonald,Nil-Payments,3,1
1122,Lower Portland,Nil-Payments,8,1
1123,Lower Southgate,Nil-Payments,3,1
1124,Lowesdale,Nil-Payments,5,1
1125,Lucknow (NSW),Nil-Payments,5,1
1126,Luddenham,Nil-Payments,13,1
1127,Lugarno,Nil-Payments,8,1
1128,Lurnea,Nil-Payments,18,1
1129,Luskintyre,Nil-Payments,3,1
1130,Lynchs Creek,Nil-Payments,3,1
1131,Lyndhurst (Armidale Regional - NSW),Nil-Payments,7,1
1132,Lyndhurst (Blayney - NSW),Nil-Payments,7,1
1133,Macksville,Nil-Payments,13,1
1134,Maclean,Nil-Payments,13,1
1135,Macmasters Beach,Nil-Payments,4,1
1136,Macquarie Fields,Nil-Payments,16,1
1137,Macquarie Hills,Nil-Payments,4,1
1138,Macquarie Park,Nil-Payments,28,1
1139,Magometon,Nil-Payments,3,1
1140,Maimuru,Nil-Payments,6,1
1141,Main Arm,Nil-Payments,4,1
1142,Mairjimmy,Nil-Payments,6,1
1143,Maitland (NSW),Nil-Payments,11,1
1144,Maitland Vale,Nil-Payments,6,1
1145,Malabar,Nil-Payments,3,1
1146,Mallabula,Nil-Payments,4,1
1147,Mallanganee,Nil-Payments,5,1
1148,Malua Bay,Nil-Payments,7,1
1149,Mandagery,Nil-Payments,3,1
1150,Mandalong,Nil-Payments,5,1
1151,Mandurama,Nil-Payments,8,1
1152,Mangerton,Nil-Payments,3,1
1153,Mangoola,Nil-Payments,4,1
1154,Mangoplah,Nil-Payments,3,1
1155,Mangrove Mountain,Nil-Payments,11,1
1156,Manildra,Nil-Payments,8,1
1157,Manilla,Nil-Payments,6,1
1158,Manly (NSW),Nil-Payments,69,1
1159,Manly Vale,Nil-Payments,11,1
1160,Mannering Park,Nil-Payments,3,1
1161,Manyana,Nil-Payments,3,1
1162,Maraylya,Nil-Payments,7,1
1163,Marayong,Nil-Payments,21,1
1164,Mardi,Nil-Payments,6,1
1165,Marinna,Nil-Payments,3,1
1166,Marks Point,Nil-Payments,5,1
1167,Markwell,Nil-Payments,3,1
1168,Maroota,Nil-Payments,7,1
1169,Maroubra,Nil-Payments,106,1
1170,Marrar,Nil-Payments,4,1
1171,Marrickville,Nil-Payments,77,1
1172,Marsden Park,Nil-Payments,5,1
1173,Marsfield,Nil-Payments,52,1
1174,Marshall Mount,Nil-Payments,3,1
1175,Marthaguy,Nil-Payments,3,1
1176,Martindale,Nil-Payments,4,1
1177,Martins Creek,Nil-Payments,6,1
1178,Martinsville,Nil-Payments,4,1
1179,Marulan,Nil-Payments,6,1
1180,Maryland (Newcastle - NSW),Nil-Payments,7,1
1181,Maryland (Tenterfield - NSW),Nil-Payments,3,1
1182,Mascot,Nil-Payments,52,1
1183,Matcham,Nil-Payments,3,1
1184,Mathoura,Nil-Payments,11,1
1185,Matong,Nil-Payments,7,1
1186,Matraville,Nil-Payments,29,1
1187,Maude (NSW),Nil-Payments,11,1
1188,Maules Creek,Nil-Payments,3,1
1189,Maybole,Nil-Payments,3,1
1190,Mayfield (Newcastle - NSW),Nil-Payments,33,1
1191,Mayrung,Nil-Payments,8,1
1192,Mays Hill,Nil-Payments,4,1
1193,McDougalls Hill,Nil-Payments,5,1
1194,McGraths Hill,Nil-Payments,10,1
1195,McLeans Ridges,Nil-Payments,6,1
1196,McMahons Point,Nil-Payments,13,1
1197,McMahons Reef,Nil-Payments,6,1
1198,Meadowbank (NSW),Nil-Payments,4,1
1199,Medowie,Nil-Payments,5,1
1200,Meerschaum Vale,Nil-Payments,4,1
1201,Megan,Nil-Payments,3,1
1202,Menah,Nil-Payments,6,1
1203,Menai,Nil-Payments,11,1
1204,Menangle,Nil-Payments,3,1
1205,Mendooran,Nil-Payments,9,1
1206,Menindee,Nil-Payments,8,1
1207,Merah North,Nil-Payments,13,1
1208,Merewether,Nil-Payments,24,1
1209,Merewether Heights,Nil-Payments,3,1
1210,Merimbula,Nil-Payments,12,1
1211,Meroo Meadow,Nil-Payments,4,1
1212,Merriwa (NSW),Nil-Payments,42,1
1213,Merriwagga,Nil-Payments,5,1
1214,Merrygoen,Nil-Payments,8,1
1215,Merrylands,Nil-Payments,91,1
1216,Merrylands West,Nil-Payments,17,1
1217,Metford,Nil-Payments,3,1
1218,Methul,Nil-Payments,5,1
1219,Middle Dural,Nil-Payments,9,1
1220,Middleton Grange,Nil-Payments,5,1
1221,Milbrodale,Nil-Payments,5,1
1222,Miller,Nil-Payments,5,1
1223,Millers Point,Nil-Payments,8,1
1224,Millfield,Nil-Payments,3,1
1225,Millingandi,Nil-Payments,3,1
1226,Millthorpe,Nil-Payments,8,1
1227,Milparinka,Nil-Payments,3,1
1228,Milperra,Nil-Payments,5,1
1229,Milroy (Gunnedah - NSW),Nil-Payments,3,1
1230,Milroy (Mid-Western Regional - NSW),Nil-Payments,4,1
1231,Milsons Point,Nil-Payments,12,1
1232,Milton (NSW),Nil-Payments,4,1
1233,Milvale,Nil-Payments,3,1
1234,Minchinbury,Nil-Payments,6,1
1235,Mingoola (NSW),Nil-Payments,4,1
1236,Minimbah,Nil-Payments,3,1
1237,Minmi,Nil-Payments,5,1
1238,Minto,Nil-Payments,18,1
1239,Miranda (NSW),Nil-Payments,41,1
1240,Mitchells Island,Nil-Payments,3,1
1241,Mittagong,Nil-Payments,18,1
1242,Moama,Nil-Payments,27,1
1243,Mogendoura,Nil-Payments,5,1
1244,Mogo (Eurobodalla - NSW),Nil-Payments,3,1
1245,Mollyan,Nil-Payments,4,1
1246,Mollymook,Nil-Payments,6,1
1247,Mollymook Beach,Nil-Payments,8,1
1248,Molong,Nil-Payments,14,1
1249,Mona Vale,Nil-Payments,25,1
1250,Monaltrie,Nil-Payments,3,1
1251,Mondrook,Nil-Payments,3,1
1252,Mongogarie,Nil-Payments,5,1
1253,Monkerai,Nil-Payments,4,1
1254,Monteagle,Nil-Payments,6,1
1255,Monterey,Nil-Payments,12,1
1256,Moobi,Nil-Payments,5,1
1257,Moonan Flat,Nil-Payments,5,1
1258,Moonbah,Nil-Payments,5,1
1259,Moonbi,Nil-Payments,8,1
1260,Moonee Beach,Nil-Payments,6,1
1261,Moore Creek,Nil-Payments,5,1
1262,Moorebank,Nil-Payments,15,1
1263,Moorland (NSW),Nil-Payments,4,1
1264,Moree,Nil-Payments,85,1
1265,Morisset,Nil-Payments,8,1
1266,Morpeth,Nil-Payments,3,1
1267,Mortdale,Nil-Payments,24,1
1268,Mortlake (NSW),Nil-Payments,3,1
1269,Mortons Creek,Nil-Payments,5,1
1270,Morundah,Nil-Payments,3,1
1271,Moruya,Nil-Payments,19,1
1272,Moruya Heads,Nil-Payments,3,1
1273,Mosman,Nil-Payments,96,1
1274,Moss Vale,Nil-Payments,34,1
1275,Mossgiel,Nil-Payments,3,1
1276,Mossy Point,Nil-Payments,4,1
1277,Moulamein,Nil-Payments,17,1
1278,Mount Annan,Nil-Payments,9,1
1279,Mount Austin,Nil-Payments,7,1
1280,Mount Burrell,Nil-Payments,4,1
1281,Mount Colah,Nil-Payments,12,1
1282,Mount David,Nil-Payments,5,1
1283,Mount Druitt,Nil-Payments,36,1
1284,Mount Harris,Nil-Payments,3,1
1285,Mount Hope (NSW),Nil-Payments,3,1
1286,Mount Horeb,Nil-Payments,6,1
1287,Mount Hutton (NSW),Nil-Payments,9,1
1288,Mount Keira,Nil-Payments,3,1
1289,Mount Kuring-Gai,Nil-Payments,4,1
1290,Mount Lewis,Nil-Payments,5,1
1291,Mount Mitchell,Nil-Payments,4,1
1292,Mount Ousley,Nil-Payments,4,1
1293,Mount Pritchard,Nil-Payments,26,1
1294,Mount Rankin,Nil-Payments,4,1
1295,Mount Rivers,Nil-Payments,4,1
1296,Mount Saint Thomas,Nil-Payments,3,1
1297,Mount Seaview,Nil-Payments,5,1
1298,Mount Vernon,Nil-Payments,5,1
1299,Mount Victoria,Nil-Payments,4,1
1300,Mount Vincent,Nil-Payments,3,1
1301,Mount Warrigal,Nil-Payments,10,1
1302,Mount White,Nil-Payments,6,1
1303,Mount Wilson,Nil-Payments,6,1
1304,Mountain Lagoon,Nil-Payments,3,1
1305,Mozart,Nil-Payments,4,1
1306,Mudgee,Nil-Payments,36,1
