"","SSC","variable","value"
"16872","Great Mackerel Beach","Christianity",13
"16873","Great Marlow","Christianity",142
"16874","Green Cape","Christianity",0
"16875","Green Creek","Christianity",13
"16876","Green Forest","Christianity",0
"16877","Green Gully (NSW)","Christianity",10
"16878","Green Hills (Armidale Regional - NSW)","Christianity",17
"16879","Green Hills (Snowy Valleys - NSW)","Christianity",0
"16880","Green Pigeon","Christianity",47
"16881","Green Point (Central Coast - NSW)","Christianity",4167
"16882","Green Point (Gosford - NSW)","Christianity",30
"16883","Green Point (Mid-Coast - NSW)","Christianity",308
"16884","Green Valley (NSW)","Christianity",6243
"16885","Greenacre","Christianity",9555
"16886","Greendale (Bega Valley - NSW)","Christianity",43
"16887","Greendale (Liverpool - NSW)","Christianity",221
"16888","Greenethorpe","Christianity",132
"16889","Greenfield Park","Christianity",3426
"16890","Greengrove","Christianity",5
"16891","Greenhill (NSW)","Christianity",464
"16892","Greenhills Beach","Christianity",532
"16893","Greenlands (Singleton - NSW)","Christianity",57
"16894","Greenlands (Snowy Monaro Regional - NSW)","Christianity",8
"16895","Greenleigh","Christianity",431
"16896","Greenridge","Christianity",95
"16897","Greenwell Point","Christianity",805
"16898","Greenwich","Christianity",2691
"16899","Greenwich Park","Christianity",65
"16900","Greg Greg","Christianity",27
"16901","Gregadoo","Christianity",183
"16902","Gregory Hills","Christianity",3323
"16903","Greigs Flat","Christianity",104
"16904","Grenfell","Christianity",1896
"16905","Gresford","Christianity",160
"16906","Greta (NSW)","Christianity",1864
"16907","Greta Main","Christianity",49
"16908","Grevillia","Christianity",48
"16909","Greystanes","Christianity",16108
"16910","Griffith (NSW)","Christianity",11807
"16911","Grogan","Christianity",80
"16912","Grong Grong","Christianity",163
"16913","Grose Vale","Christianity",864
"16914","Grose Wold","Christianity",431
"16915","Grosses Plain","Christianity",16
"16916","Growee","Christianity",5
"16917","Guerilla Bay","Christianity",11
"16918","Guildford (NSW)","Christianity",8807
"16919","Guildford West","Christianity",2699
"16920","Gulargambone","Christianity",337
"16921","Gulf Creek","Christianity",32
"16922","Gulgong","Christianity",1606
"16923","Gulmarrad","Christianity",1090
"16924","Gum Flat","Christianity",119
"16925","Gum Scrub","Christianity",70
"16926","Gumbalie","Christianity",3
"16927","Gumble","Christianity",41
"16928","Gumly Gumly","Christianity",212
"16929","Gumma","Christianity",315
"16930","Gunbar","Christianity",36
"16931","Gundagai","Christianity",1346
"16932","Gundamulda","Christianity",14
"16933","Gundaroo","Christianity",539
"16934","Gundary","Christianity",182
"16935","Gunderbooka","Christianity",10
"16936","Gunderman","Christianity",72
"16937","Gundy","Christianity",116
"16938","Gungal","Christianity",188
"16939","Gungalman","Christianity",5
"16940","Gunnedah","Christianity",6781
"16941","Gunning","Christianity",434
"16942","Gunning Gap","Christianity",68
"16943","Gunningbland","Christianity",73
"16944","Gunningrah","Christianity",0
"16945","Gurley","Christianity",187
"16946","Gurnang","Christianity",0
"16947","Gurranang","Christianity",32
"16948","Gurrundah","Christianity",44
"16949","Guyong","Christianity",68
"16950","Guyra","Christianity",1405
"16951","Gwabegar","Christianity",109
"16952","Gwandalan","Christianity",2072
"16953","Gwynneville","Christianity",1319
"16954","Gymea","Christianity",4881
"16955","Gymea Bay","Christianity",4655
"16956","Haberfield","Christianity",4123
"16957","Hacks Ferry","Christianity",5
"16958","Halekulani","Christianity",1703
"16959","Halfway Creek","Christianity",127
"16960","Hallidays Point","Christianity",346
"16961","Halloran","Christianity",27
"16962","Halls Creek (NSW)","Christianity",95
"16963","Hallsville","Christianity",434
"16964","Halton","Christianity",11
"16965","Hambledon Hill","Christianity",10
"16966","Hamilton (NSW)","Christianity",2097
"16967","Hamilton East","Christianity",552
"16968","Hamilton North","Christianity",429
"16969","Hamilton South","Christianity",2220
"16970","Hamilton Valley","Christianity",350
"16971","Hamlyn Terrace","Christianity",4153
"16972","Hammondville","Christianity",2359
"16973","Hampden Hall","Christianity",35
"16974","Hampton (NSW)","Christianity",63
"16975","Hanging Rock","Christianity",54
"16976","Hanleys Creek","Christianity",3
"16977","Hannam Vale","Christianity",90
"16978","Hanwood","Christianity",890
"16979","Harden","Christianity",1585
"16980","Hardys Bay","Christianity",94
"16981","Harefield","Christianity",129
"16982","Hargraves","Christianity",190
"16983","Harolds Cross","Christianity",17
"16984","Harparary","Christianity",22
"16985","Harpers Hill","Christianity",43
"16986","Harrington","Christianity",2077
"16987","Harrington Park","Christianity",7721
"16988","Harris Park","Christianity",1164
"16989","Hartley (NSW)","Christianity",264
"16990","Hartley Vale","Christianity",35
"16991","Hartwood","Christianity",15
"16992","Hartys Plains","Christianity",24
"16993","Harwood","Christianity",192
"16994","Hassall Grove","Christianity",2883
"16995","Hassans Walls","Christianity",0
"16996","Hastings Point","Christianity",408
"16997","Hat Head","Christianity",186
"16998","Hatfield","Christianity",4
"16999","Havilah (NSW)","Christianity",18
"17000","Hawkesbury Heights","Christianity",269
"17001","Hawks Nest","Christianity",786
"17002","Hay (NSW)","Christianity",1634
"17003","Hay South","Christianity",266
"17004","Hayes Gap","Christianity",10
"17005","Haymarket","Christianity",1202
"17006","Haystack","Christianity",8
"17007","Hayters Hill","Christianity",7
"17008","Haywards Bay","Christianity",710
"17009","Hazelbrook","Christianity",2480
"17010","Hazelgrove","Christianity",44
"17011","Heathcote (NSW)","Christianity",4115
"17012","Heatherbrae","Christianity",322
"17013","Hebden","Christianity",29
"17014","Hebersham","Christianity",3176
"17015","Heckenberg","Christianity",1245
"17016","Heddon Greta","Christianity",1378
"17017","Heifer Station","Christianity",5
"17018","Helensburgh","Christianity",3922
"17019","Henley","Christianity",266
"17020","Henty (NSW)","Christianity",925
"17021","Hereford Hall","Christianity",14
"17022","Hermidale","Christianity",95
"17023","Hermitage Flat","Christianity",203
"17024","Hernani","Christianity",78
"17025","Herons Creek","Christianity",168
"17026","Hexham (NSW)","Christianity",77
"17027","Hickeys Creek","Christianity",61
"17028","High Range","Christianity",257
"17029","Higher Macdonald","Christianity",8
"17030","Highfields (NSW)","Christianity",528
"17031","Hill End (NSW)","Christianity",54
"17032","Hill Top (Snowy Monaro Regional - NSW)","Christianity",21
"17033","Hill Top (Wingecarribee - NSW)","Christianity",1769
"17034","Hilldale","Christianity",134
"17035","Hillgrove (Armidale Regional - NSW)","Christianity",113
"17036","Hillgrove (Wagga Wagga - NSW)","Christianity",10
"17037","Hillsborough (Lake Macquarie - NSW)","Christianity",405
"17038","Hillsborough (Maitland - NSW)","Christianity",24
"17039","Hillsdale","Christianity",2595
"17040","Hillston","Christianity",994
"17041","Hillville","Christianity",213
"17042","Hillvue","Christianity",4794
"17043","Hinchinbrook (NSW)","Christianity",6309
"17044","Hinton","Christianity",342
"17045","Hobartville (NSW)","Christianity",1767
"17046","Hobbys Yards","Christianity",44
"17047","Hogarth Range","Christianity",21
"17048","Holbrook","Christianity",1197
"17049","Holgate","Christianity",542
"17050","Hollisdale","Christianity",16
"17051","Hollydeen","Christianity",35
"17052","Holmesville","Christianity",875
"17053","Holroyd","Christianity",385
"17054","Holsworthy","Christianity",2753
"17055","Holts Flat","Christianity",3
"17056","Home Rule","Christianity",37
"17057","Homebush (NSW)","Christianity",2322
"17058","Homebush West","Christianity",1954
"17059","Homeleigh","Christianity",54
"17060","Honeybugle","Christianity",18
"17061","Hopefield","Christianity",45
"17062","Hopkins Creek","Christianity",47
"17063","Horningsea Park","Christianity",2240
"17064","Hornsby","Christianity",9301
"17065","Hornsby Heights","Christianity",3583
"17066","Horse Station Creek","Christianity",50
"17067","Horseshoe Bend","Christianity",204
"17068","Horseshoe Creek","Christianity",58
"17069","Horsfield Bay","Christianity",256
"17070","Horsley","Christianity",5537
"17071","Horsley Park","Christianity",1462
"17072","Hoskinstown","Christianity",91
"17073","Hovells Creek","Christianity",19
"17074","Howards Grass","Christianity",43
"17075","Howell","Christianity",23
"17076","Howes Valley","Christianity",37
"17077","Howick (NSW)","Christianity",0
"17078","Howlong","Christianity",1692
"17079","Hoxton Park","Christianity",2438
"17080","Humula","Christianity",97
"17081","Hungerford (NSW)","Christianity",6
"17082","Hunters Hill","Christianity",5942
"17083","Hunterview","Christianity",2017
"17084","Huntingdon","Christianity",69
"17085","Huntingwood","Christianity",0
"17086","Huntley (Orange - NSW)","Christianity",111
"17087","Huntley (Wollongong - NSW)","Christianity",41
"17088","Huntleys Cove","Christianity",480
"17089","Huntleys Point","Christianity",92
"17090","Huonbrook","Christianity",14
"17091","Hurlstone Park","Christianity",2433
"17092","Hurstville","Christianity",8715
"17093","Hurstville Grove","Christianity",1638
"17094","Huskisson","Christianity",417
"17095","Hyams Beach","Christianity",71
"17096","Hyland Park","Christianity",225
"17097","Hyndmans Creek","Christianity",29
"17098","Ilarwill","Christianity",141
"17099","Ilford","Christianity",100
"17100","Illabo","Christianity",111
"17101","Illaroo","Christianity",16
"17102","Illawong","Christianity",5323
"17103","Iluka (NSW)","Christianity",1115
"17104","Indi","Christianity",27
"17105","Ingebirah","Christianity",31
"17106","Ingleburn","Christianity",8162
"17107","Ingleside","Christianity",574
"17108","Innes View","Christianity",16
"17109","Inverell","Christianity",8135
"17110","Invergordon (NSW)","Christianity",16
"17111","Invergowrie","Christianity",435
"17112","Iron Pot Creek","Christianity",15
"17113","Ironbark (NSW)","Christianity",21
"17114","Ironmungy","Christianity",5
"17115","Irvington","Christianity",58
"17116","Irymple (NSW)","Christianity",6
"17117","Isabella","Christianity",24
"17118","Islington","Christianity",658
"17119","Ivanhoe (NSW)","Christianity",167
"17120","Jackadgery","Christianity",58
"17121","Jacks Creek","Christianity",83
"17122","Jacksons Flat","Christianity",8
"17123","Jacky Bulbin Flat","Christianity",8
"17124","Jagumba","Christianity",0
"17125","Jagungal Wilderness","Christianity",0
"17126","Jamberoo","Christianity",1020
"17127","James Creek","Christianity",138
"17128","Jamisontown","Christianity",3515
"17129","Jannali","Christianity",3871
"17130","Jaspers Brush","Christianity",209
"17131","Jaunter","Christianity",12
"17132","Jeir","Christianity",142
"17133","Jellat Jellat","Christianity",34
"17134","Jemalong","Christianity",41
"17135","Jembaicumbene","Christianity",19
"17136","Jennings","Christianity",94
"17137","Jenolan","Christianity",7
"17138","Jeogla","Christianity",24
"17139","Jerangle","Christianity",63
"17140","Jeremadra","Christianity",95
"17141","Jeremy","Christianity",3
"17142","Jerilderie","Christianity",706
"17143","Jerrabattgulla","Christianity",11
"17144","Jerrabomberra","Christianity",6090
"17145","Jerrara","Christianity",93
"17146","Jerrawa","Christianity",54
"17147","Jerrawangala","Christianity",32
"17148","Jerrong","Christianity",4
"17149","Jerrys Plains","Christianity",252
"17150","Jerseyville","Christianity",78
"17151","Jesmond","Christianity",1305
"17152","Jewells","Christianity",1549
"17153","Jews Lagoon","Christianity",0
"17154","Jiggi","Christianity",157
"17155","Jilliby","Christianity",1096
"17156","Jimenbuen","Christianity",14
"17157","Jincumbilly","Christianity",0
"17158","Jindabyne","Christianity",1167
"17159","Jinden","Christianity",5
"17160","Jindera","Christianity",1521
"17161","Jingellic","Christianity",29
"17162","Jingera","Christianity",17
"17163","Joadja","Christianity",72
"17164","Joes Box","Christianity",11
"17165","Johns River","Christianity",191
"17166","Jolly Nose","Christianity",0
"17167","Jones Bridge","Christianity",16
"17168","Jones Creek","Christianity",81
"17169","Jones Island","Christianity",54
"17170","Jordan Springs","Christianity",2796
"17171","Judds Creek","Christianity",10
"17172","Jugiong","Christianity",174
"17173","Junction Hill","Christianity",1008
"17174","Junee","Christianity",2784
"17175","Junee Reefs","Christianity",69
"17176","Kahibah","Christianity",1373
"17177","Kains Flat","Christianity",111
"17178","Kalang","Christianity",37
"17179","Kalaru","Christianity",347
"17180","Kalkite","Christianity",110
"17181","Kamarah","Christianity",66
"17182","Kameruka","Christianity",60
"17183","Kanahooka","Christianity",3928
"17184","Kanangra","Christianity",0
"17185","Kandos","Christianity",806
"17186","Kangaloon","Christianity",75
"17187","Kangaroo Creek","Christianity",68
"17188","Kangaroo Point (NSW)","Christianity",381
"17189","Kangaroo Valley","Christianity",425
"17190","Kangaroobie","Christianity",33
"17191","Kangiara","Christianity",35
"17192","Kangy Angy","Christianity",211
"17193","Kanimbla (NSW)","Christianity",58
"17194","Kanoona","Christianity",83
"17195","Kanwal","Christianity",2593
"17196","Kapooka","Christianity",285
"17197","Kaputar","Christianity",0
"17198","Karaak Flat","Christianity",27
"17199","Karabar","Christianity",5302
"17200","Karangi","Christianity",277
"17201","Kareela","Christianity",2334
"17202","Kariong","Christianity",3673
"17203","Kars Springs","Christianity",23
"17204","Karuah","Christianity",874
"17205","Katoomba","Christianity",2958
"17206","Kayuga","Christianity",36
"17207","Kearns","Christianity",1804
"17208","Kearsley","Christianity",516
"17209","Keepit","Christianity",8
"17210","Keera","Christianity",42
"17211","Keerrong","Christianity",65
"17212","Keinbah","Christianity",87
"17213","Keiraville","Christianity",1688
"17214","Keith Hall","Christianity",72
"17215","Kellys Plains","Christianity",133
"17216","Kellyville","Christianity",17284
"17217","Kellyville Ridge","Christianity",5759
"17218","Kelso (NSW)","Christianity",6129
"17219","Kelvin","Christianity",121
"17220","Kembla Grange","Christianity",172
"17221","Kembla Heights","Christianity",49
"17222","Kemps Creek","Christianity",1475
"17223","Kempsey","Christianity",275
"17224","Kendall","Christianity",640
"17225","Kenebri","Christianity",27
"17226","Kennaicle Creek","Christianity",3
"17227","Kensington (NSW)","Christianity",5818
"17228","Kenthurst","Christianity",3643
"17229","Kentlyn","Christianity",499
"17230","Kentucky","Christianity",111
"17231","Kentucky South","Christianity",78
"17232","Kerewong","Christianity",9
"17233","Keri Keri","Christianity",7
"17234","Kerrabee","Christianity",3
"17235","Kerrigundi","Christianity",11
"17236","Kerrs Creek","Christianity",21
"17237","Kew (NSW)","Christianity",703
"17238","Keybarbin","Christianity",6
"17239","Khancoban","Christianity",162
"17240","Khatambuhl","Christianity",0
"17241","Kia Ora (NSW)","Christianity",25
"17242","Kiacatoo","Christianity",20
"17243","Kiah","Christianity",60
"17244","Kiama","Christianity",4179
"17245","Kiama Downs","Christianity",3101
"17246","Kiama Heights","Christianity",515
"17247","Kianga (NSW)","Christianity",470
"17248","Kiar","Christianity",27
"17249","Kickabil","Christianity",42
"17250","Kielvale","Christianity",170
"17251","Kikiamah","Christianity",73
"17252","Kikoira","Christianity",43
"17253","Kilaben Bay","Christianity",910
"17254","Kilgin","Christianity",31
"17255","Kilgra","Christianity",52
"17256","Killabakh","Christianity",145
"17257","Killara (NSW)","Christianity",4978
"17258","Killarney Heights","Christianity",2389
"17259","Killarney Vale","Christianity",4597
"17260","Killawarra (NSW)","Christianity",125
"17261","Killcare","Christianity",240
"17262","Killcare Heights","Christianity",379
"17263","Killiekrankie","Christianity",0
"17264","Killimicat","Christianity",18
"17265","Killingworth (NSW)","Christianity",430
"17266","Killongbutta","Christianity",14
"17267","Kimbriki","Christianity",82
"17268","Kinchela","Christianity",186
"17269","Kincumber","Christianity",4632
"17270","Kincumber South","Christianity",505
"17271","Kindee","Christianity",55
"17272","Kindervale","Christianity",6
"17273","King Creek","Christianity",1103
"17274","Kingfisher Shores","Christianity",104
"17275","Kinghorne","Christianity",0
"17276","Kings Forest","Christianity",17
"17277","Kings Langley","Christianity",6278
"17278","Kings Park (NSW)","Christianity",2214
"17279","Kings Plains (Blayney - NSW)","Christianity",91
"17280","Kings Plains (Inverell - NSW)","Christianity",6
"17281","Kings Point","Christianity",322
"17282","Kingscliff","Christianity",4386
"17283","Kingsdale","Christianity",129
"17284","Kingsford (NSW)","Christianity",5940
"17285","Kingsgate","Christianity",0
"17286","Kingsgrove","Christianity",7914
"17287","Kingsland","Christianity",36
"17288","Kingstown","Christianity",67
"17289","Kingsvale","Christianity",125
"17290","Kingswood (Bega Valley - NSW)","Christianity",3
"17291","Kingswood (Penrith - NSW)","Christianity",5164
"17292","Kingswood (Tamworth Regional - NSW)","Christianity",702
"17293","Kioloa","Christianity",150
"17294","Kiora","Christianity",26
"17295","Kippara","Christianity",0
"17296","Kippaxs","Christianity",8
"17297","Kippenduff","Christianity",14
"17298","Kirkconnell","Christianity",31
"17299","Kirkham","Christianity",546
"17300","Kirrawee","Christianity",6031
"17301","Kirribilli","Christianity",1631
"17302","Kitchener","Christianity",303
"17303","Kiwarrak","Christianity",0
"17304","Klori","Christianity",31
"17305","Knights Hill","Christianity",23
"17306","Knockrow","Christianity",103
"17307","Knorrit Flat","Christianity",13
"17308","Knorrit Forest","Christianity",0
"17309","Kogarah","Christianity",6295
"17310","Kogarah Bay","Christianity",1417
"17311","Kooba","Christianity",52
"17312","Kookabookra","Christianity",10
"17313","Koolewong","Christianity",537
"17314","Koolkhan","Christianity",13
"17315","Koonawarra","Christianity",2286
"17316","Koonorigan","Christianity",153
"17317","Koonyum Range","Christianity",4
"17318","Kooragang","Christianity",0
"17319","Koorainghat","Christianity",129
"17320","Koorawatha","Christianity",299
"17321","Kooringal (NSW)","Christianity",4703
"17322","Kootingal","Christianity",1564
"17323","Koraleigh","Christianity",177
"17324","Koreelah","Christianity",57
"17325","Korora","Christianity",1324
"17326","Kosciuszko","Christianity",0
"17327","Kosciuszko National Park","Christianity",165
"17328","Kotara","Christianity",2291
"17329","Kotara South","Christianity",654
"17330","Krambach","Christianity",201
"17331","Krawarree","Christianity",28
"17332","Kremnos","Christianity",77
"17333","Ku-Ring-Gai Chase","Christianity",3
"17334","Kulnura","Christianity",373
"17335","Kulwin (NSW)","Christianity",8
"17336","Kunama","Christianity",38
"17337","Kundabung","Christianity",309
"17338","Kundibakh","Christianity",39
"17339","Kundle Kundle","Christianity",135
"17340","Kungala","Christianity",72
"17341","Kunghur","Christianity",36
"17342","Kunghur Creek","Christianity",16
"17343","Kurmond","Christianity",550
"17344","Kurnell","Christianity",1459
"17345","Kurraba Point","Christianity",783
"17346","Kurrajong","Christianity",2038
"17347","Kurrajong Heights","Christianity",731
"17348","Kurrajong Hills","Christianity",426
"17349","Kurri Kurri","Christianity",3723
"17350","Kyalite","Christianity",48
"17351","Kyarran","Christianity",15
"17352","Kybeyan","Christianity",18
"17353","Kyeamba","Christianity",41
"17354","Kyeemagh","Christianity",602
"17355","Kyle Bay","Christianity",707
"17356","Kynnumboon","Christianity",76
"17357","Kyogle","Christianity",1295
"17358","La Perouse","Christianity",211
"17359","Lacmalac","Christianity",107
"17360","Lade Vale","Christianity",75
"17361","Ladysmith","Christianity",233
"17362","Laffing Waters","Christianity",88
"17363","Laggan","Christianity",254
"17364","Lagoon Grass","Christianity",36
"17365","Laguna","Christianity",79
"17366","Lake Albert (NSW)","Christianity",4437
"17367","Lake Bathurst","Christianity",130
"17368","Lake Brewster","Christianity",8
"17369","Lake Burrendong","Christianity",0
"17370","Lake Cargelligo","Christianity",1040
"17371","Lake Cathie","Christianity",2339
"17372","Lake Conjola","Christianity",268
"17373","Lake Cowal","Christianity",34
"17374","Lake George","Christianity",52
"17375","Lake Haven","Christianity",2303
"17376","Lake Heights","Christianity",2563
"17377","Lake Hume Village","Christianity",41
"17378","Lake Illawarra","Christianity",1907
"17379","Lake Innes","Christianity",299
"17380","Lake Macquarie","Christianity",0
"17381","Lake Munmorah","Christianity",3500
"17382","Lake Tabourie","Christianity",355
"17383","Lake Wyangan","Christianity",688
"17384","Lakelands (NSW)","Christianity",951
"17385","Lakemba","Christianity",3584
"17386","Lakesland","Christianity",294
"17387","Lakewood","Christianity",806
"17388","Lalalty","Christianity",73
"17389","Lalor Park","Christianity",4698
"17390","Lambs Valley (Glen Innes Severn - NSW)","Christianity",64
"17391","Lambs Valley (Singleton - NSW)","Christianity",235
"17392","Lambton","Christianity",3031
"17393","Landervale","Christianity",22
"17394","Lane Cove","Christianity",5302
"17395","Lane Cove North","Christianity",4956
"17396","Lane Cove West","Christianity",1540
"17397","Langley Vale","Christianity",32
"17398","Lanitza","Christianity",169
"17399","Lankeys Creek","Christianity",29
"17400","Lansdowne (Canterbury-Bankstown - NSW)","Christianity",14
"17401","Lansdowne (Mid-Coast - NSW)","Christianity",359
"17402","Lansdowne Forest","Christianity",3
"17403","Lansvale","Christianity",1090
"17404","Lapstone","Christianity",577
"17405","Larbert","Christianity",22
"17406","Largs","Christianity",1371
"17407","Larnook","Christianity",119
"17408","Larras Lee","Christianity",47
"17409","Laughtondale","Christianity",60
"17410","Laurel Hill","Christianity",9
"17411","Laurieton","Christianity",1353
"17412","Lavadia","Christianity",8
"17413","Lavender Bay","Christianity",446
"17414","Laverstock","Christianity",15
"17415","Lavington","Christianity",7352
"17416","Lawrence (NSW)","Christianity",665
"17417","Lawson (NSW)","Christianity",1225
"17418","Leadville","Christianity",89
"17419","Leconfield","Christianity",104
"17420","Lee Creek","Christianity",4
"17421","Leeton","Christianity",6199
"17422","Leets Vale","Christianity",31
"17423","Leeville","Christianity",167
"17424","Legume","Christianity",90
"17425","Leichhardt (NSW)","Christianity",6255
"17426","Lemington","Christianity",0
"17427","Lemon Tree","Christianity",28
"17428","Lemon Tree Passage","Christianity",1584
"17429","Len Waters Estate","Christianity",0
"17430","Lenaghan","Christianity",40
"17431","Lennox Head","Christianity",3155
"17432","Leonay","Christianity",1665
"17433","Leppington","Christianity",2172
"17434","Lerida","Christianity",15
"17435","Lethbridge Park","Christianity",2872
"17436","Leumeah","Christianity",5757
"17437","Leura","Christianity",1965
"17438","Levenstrath","Christianity",31
"17439","Lewinsbrook","Christianity",35
"17440","Lewis Ponds","Christianity",110
"17441","Lewisham (NSW)","Christianity",1286
"17442","Leycester","Christianity",98
"17443","Liberty Grove","Christianity",935
"17444","Lidcombe","Christianity",7406
"17445","Liddell","Christianity",0
"17446","Lidsdale","Christianity",286
"17447","Lidster","Christianity",191
"17448","Lightning Ridge","Christianity",1232
"17449","Lilli Pilli (Eurobodalla - NSW)","Christianity",342
"17450","Lilli Pilli (Sutherland Shire - NSW)","Christianity",1010
"17451","Lillian Rock","Christianity",39
"17452","Lilydale (NSW)","Christianity",12
"17453","Lilyfield","Christianity",3432
"17454","Lilyvale (NSW)","Christianity",5
"17455","Limbri","Christianity",58
"17456","Limeburners Creek (Mid-Coast - NSW)","Christianity",191
"17457","Limeburners Creek (Port Macquarie-Hastings - NSW)","Christianity",8
"17458","Limekilns","Christianity",67
"17459","Limerick","Christianity",33
"17460","Limestone (NSW)","Christianity",4
"17461","Limpinwood","Christianity",110
"17462","Linburn","Christianity",51
"17463","Linden (NSW)","Christianity",269
"17464","Lindendale","Christianity",138
"17465","Lindesay","Christianity",12
"17466","Lindesay Creek","Christianity",13
"17467","Lindfield","Christianity",4967
"17468","Lindifferon","Christianity",32
"17469","Linley Point","Christianity",222
"17470","Lionsville","Christianity",3
"17471","Lisarow","Christianity",3225
"17472","Lismore (NSW)","Christianity",1693
"17473","Lismore Heights","Christianity",1144
"17474","Liston","Christianity",79
"17475","Lithgow","Christianity",3218
"17476","Little Back Creek","Christianity",22
"17477","Little Bay","Christianity",2332
"17478","Little Billabong","Christianity",65
"17479","Little Forest","Christianity",101
"17480","Little Hartley","Christianity",304
"17481","Little Jacks Creek","Christianity",14
"17482","Little Jilliby","Christianity",37
"17483","Little Pelican","Christianity",5
"17484","Little Plain","Christianity",107
"17485","Little River (NSW)","Christianity",38
"17486","Little Topar","Christianity",19
"17487","Little Wobby","Christianity",18
"17488","Littleton","Christianity",598
"17489","Liverpool","Christianity",10879
"17490","Llanarth (NSW)","Christianity",1555
"17491","Llandilo","Christianity",1156
"17492","Llangothlin","Christianity",102
"17493","Lloyd","Christianity",586
"17494","Loadstone","Christianity",25
"17495","Lochiel (NSW)","Christianity",148
"17496","Lochinvar","Christianity",577
"17497","Lockhart","Christianity",844
"17498","Locksley (NSW)","Christianity",27
"17499","Loftus","Christianity",2783
"17500","Loftville","Christianity",116
"17501","Logans Crossing","Christianity",85
"17502","Logie Brae","Christianity",53
"17503","Londonderry (NSW)","Christianity",2730
"17504","Long Beach","Christianity",810
"17505","Long Flat (NSW)","Christianity",83
"17506","Long Jetty","Christianity",4069
"17507","Long Plain (Inverell - NSW)","Christianity",23
"17508","Long Plain (Snowy Monaro Regional - NSW)","Christianity",0
"17509","Long Point (Campbelltown - NSW)","Christianity",131
"17510","Long Point (Singleton - NSW)","Christianity",28
"17511","Longarm","Christianity",10
"17512","Longreach (NSW)","Christianity",37
"17513","Longueville","Christianity",1383
"17514","Loomberah","Christianity",395
"17515","Lord Howe Island","Christianity",185
"17516","Lords Hill","Christianity",23
"17517","Lorn","Christianity",849
"17518","Lorne (NSW)","Christianity",124
"17519","Lost River","Christianity",54
"17520","Lostock","Christianity",38
"17521","Louisa Creek","Christianity",0
"17522","Louth","Christianity",35
"17523","Louth Park","Christianity",483
"17524","Lovedale","Christianity",299
"17525","Lovett Bay","Christianity",30
"17526","Lowanna","Christianity",145
"17527","Lower Acacia Creek","Christianity",23
"17528","Lower Bago","Christianity",3
"17529","Lower Belford","Christianity",276
"17530","Lower Boro","Christianity",94
"17531","Lower Bottle Creek","Christianity",14
"17532","Lower Creek","Christianity",20
"17533","Lower Duck Creek","Christianity",7
"17534","Lower Dyraaba","Christianity",11
"17535","Lower Lewis Ponds","Christianity",27
"17536","Lower Macdonald","Christianity",156
"17537","Lower Mangrove","Christianity",29
"17538","Lower Pappinbarra","Christianity",51
"17539","Lower Peacock","Christianity",3
"17540","Lower Portland","Christianity",331
"17541","Lower Southgate","Christianity",89
"17542","Lowesdale","Christianity",60
"17543","Lowther","Christianity",35
"17544","Loxford","Christianity",38
"17545","Lucas Heights","Christianity",0
"17546","Lucknow (NSW)","Christianity",205
"17547","Luddenham","Christianity",1413
"17548","Lue","Christianity",122
"17549","Lugarno","Christianity",4111
"17550","Lurnea","Christianity",3975
"17551","Luskintyre","Christianity",146
"17552","Lynchs Creek","Christianity",41
"17553","Lyndhurst (Armidale Regional - NSW)","Christianity",13
"17554","Lyndhurst (Blayney - NSW)","Christianity",280
"17555","Lynwood (NSW)","Christianity",144
"17556","Mabins Well","Christianity",8
"17557","Macdonalds Creek","Christianity",9
"17558","Macksville","Christianity",1670
"17559","Maclean","Christianity",1665
"17560","Macmasters Beach","Christianity",703
"17561","Macquarie Fields","Christianity",6680
"17562","Macquarie Hills","Christianity",2148
"17563","Macquarie Links","Christianity",786
"17564","Macquarie Marshes","Christianity",3
"17565","Macquarie Park","Christianity",2703
"17566","Macquarie Pass","Christianity",0
"17567","Maddens Plains","Christianity",0
"17568","Maffra (NSW)","Christianity",12
"17569","Magenta (NSW)","Christianity",138
"17570","Magometon","Christianity",14
"17571","Maianbar","Christianity",242
"17572","Maimuru","Christianity",106
"17573","Main Arm","Christianity",141
"17574","Main Creek","Christianity",65
"17575","Mairjimmy","Christianity",42
"17576","Maison Dieu","Christianity",111
"17577","Maitland (NSW)","Christianity",1080
"17578","Maitland Bar","Christianity",12
"17579","Maitland Vale","Christianity",77
"17580","Majors Creek (NSW)","Christianity",115
"17581","Malabar","Christianity",2411
"17582","Maldon (NSW)","Christianity",4
"17583","Mallabula","Christianity",566
"17584","Mallan","Christianity",21
"17585","Mallanganee","Christianity",96
"17586","Mallee","Christianity",0
"17587","Mallowa","Christianity",68
"17588","Maloneys Beach","Christianity",253
"17589","Malua Bay","Christianity",1097
"17590","Manar","Christianity",71
"17591","Manchester Square","Christianity",14
"17592","Mandagery","Christianity",46
"17593","Mandalong","Christianity",236
"17594","Mandemar","Christianity",40
"17595","Mandurama","Christianity",214
"17596","Mangerton","Christianity",1710
"17597","Mangoola","Christianity",37
"17598","Mangoplah","Christianity",197
"17599","Mangrove Creek","Christianity",9
"17600","Mangrove Mountain","Christianity",410
"17601","Manildra","Christianity",593
"17602","Manilla","Christianity",1761
"17603","Manly (NSW)","Christianity",6740
"17604","Manly Vale","Christianity",2941
"17605","Mannering Park","Christianity",1569
"17606","Manning Point","Christianity",138
