"","SSC","variable","value"
"78707","Hebel","Other.Religions",0
"78708","Helens Hill","Other.Religions",0
"78709","Helidon","Other.Religions",0
"78710","Helidon Spa","Other.Religions",0
"78711","Hemmant","Other.Religions",36
"78712","Hendon (Qld)","Other.Religions",0
"78713","Hendra","Other.Religions",29
"78714","Herberton","Other.Religions",5
"78715","Heritage Park","Other.Religions",75
"78716","Hermit Park","Other.Religions",26
"78717","Hervey Range","Other.Religions",0
"78718","Hibernia","Other.Religions",0
"78719","Hidden Valley (Qld)","Other.Religions",0
"78720","Hideaway Bay","Other.Religions",0
"78721","Highbury (Qld)","Other.Religions",0
"78722","Highfields (Qld)","Other.Religions",20
"78723","Highgrove","Other.Religions",0
"78724","Highland Park","Other.Religions",21
"78725","Highland Plains (Maranoa - Qld)","Other.Religions",0
"78726","Highland Plains (Toowoomba - Qld)","Other.Religions",0
"78727","Highvale","Other.Religions",10
"78728","Highworth","Other.Religions",0
"78729","Hillview","Other.Religions",0
"78730","Hinchinbrook (Qld)","Other.Religions",0
"78731","Hirstglen","Other.Religions",0
"78732","Hivesville","Other.Religions",4
"78733","Hobartville (Qld)","Other.Religions",0
"78734","Hodgleigh","Other.Religions",0
"78735","Hodgson","Other.Religions",0
"78736","Holloways Beach","Other.Religions",8
"78737","Holmview","Other.Religions",34
"78738","Holroyd River","Other.Religions",0
"78739","Home Creek","Other.Religions",0
"78740","Home Hill","Other.Religions",12
"78741","Homebush (Qld)","Other.Religions",0
"78742","Homestead","Other.Religions",0
"78743","Hookswood","Other.Religions",0
"78744","Hope Vale","Other.Religions",0
"78745","Hopeland (Qld)","Other.Religions",0
"78746","Horn","Other.Religions",3
"78747","Horse Camp","Other.Religions",0
"78748","Horse Creek","Other.Religions",0
"78749","Horseshoe Bay","Other.Religions",3
"78750","Horseshoe Lagoon","Other.Religions",0
"78751","Horton","Other.Religions",0
"78752","Howard","Other.Religions",0
"78753","Howitt","Other.Religions",0
"78754","Hoya","Other.Religions",7
"78755","Hudson","Other.Religions",13
"78756","Hughenden","Other.Religions",0
"78757","Hull Heads","Other.Religions",0
"78758","Humboldt","Other.Religions",0
"78759","Humeburn","Other.Religions",0
"78760","Humphery","Other.Religions",0
"78761","Hunchy","Other.Religions",0
"78762","Hungerford (Qld)","Other.Religions",0
"78763","Hurricane","Other.Religions",0
"78764","Hutton Creek","Other.Religions",0
"78765","Hyde Park (Qld)","Other.Religions",15
"78766","Iama Island","Other.Religions",0
"78767","Ibis","Other.Religions",0
"78768","Ideraway","Other.Religions",0
"78769","Ilbilbie","Other.Religions",0
"78770","Ilfracombe","Other.Religions",0
"78771","Ilkley","Other.Religions",7
"78772","Illinbah","Other.Religions",0
"78773","Image Flat","Other.Religions",0
"78774","Imbil","Other.Religions",6
"78775","Inala","Other.Religions",90
"78776","Ingberry","Other.Religions",0
"78777","Ingham","Other.Religions",17
"78778","Inglestone","Other.Religions",0
"78779","Inglewood (Qld)","Other.Religions",5
"78780","Ingoldsby","Other.Religions",0
"78781","Injinoo","Other.Religions",0
"78782","Injune","Other.Religions",3
"78783","Inkerman (Qld)","Other.Religions",0
"78784","Innes Park","Other.Religions",14
"78785","Innisfail","Other.Religions",87
"78786","Innisfail Estate","Other.Religions",134
"78787","Innisplain","Other.Religions",0
"78788","Innot Hot Springs","Other.Religions",0
"78789","Inskip","Other.Religions",0
"78790","Inverlaw","Other.Religions",0
"78791","Inverness","Other.Religions",0
"78792","Ipswich","Other.Religions",17
"78793","Iredale","Other.Religions",0
"78794","Iron Range","Other.Religions",0
"78795","Ironbark (Qld)","Other.Religions",9
"78796","Irongate","Other.Religions",0
"78797","Ironpot (Livingstone - Qld)","Other.Religions",0
"78798","Ironpot (South Burnett - Qld)","Other.Religions",0
"78799","Irvinebank","Other.Religions",0
"78800","Irvingdale","Other.Religions",0
"78801","Isis Central","Other.Religions",0
"78802","Isis River","Other.Religions",0
"78803","Isisford","Other.Religions",0
"78804","Isla","Other.Religions",0
"78805","Island Plantation","Other.Religions",0
"78806","Iveragh","Other.Religions",0
"78807","Ivory Creek","Other.Religions",0
"78808","Jackson","Other.Religions",0
"78809","Jackson North","Other.Religions",0
"78810","Jackson South","Other.Religions",0
"78811","Jacobs Well","Other.Religions",12
"78812","Jaffa","Other.Religions",0
"78813","Jaggan","Other.Religions",0
"78814","Jandowae","Other.Religions",0
"78815","Japoonvale","Other.Religions",0
"78816","Jardine","Other.Religions",0
"78817","Jardine River","Other.Religions",0
"78818","Jarra Creek","Other.Religions",0
"78819","Jarvisfield","Other.Religions",0
"78820","Jeebropilly","Other.Religions",0
"78821","Jellinbah","Other.Religions",0
"78822","Jensen","Other.Religions",3
"78823","Jericho (Qld)","Other.Religions",0
"78824","Jerona","Other.Religions",0
"78825","Jimboomba","Other.Religions",92
"78826","Jimbour East","Other.Religions",6
"78827","Jimbour West","Other.Religions",0
"78828","Jimna","Other.Religions",0
"78829","Jinghi","Other.Religions",0
"78830","Jobs Gate","Other.Religions",0
"78831","Johnsons Hill","Other.Religions",0
"78832","Johnstown","Other.Religions",0
"78833","Jollys Lookout","Other.Religions",0
"78834","Jondaryan","Other.Religions",0
"78835","Jones Gully","Other.Religions",0
"78836","Jones Hill","Other.Religions",0
"78837","Josephville","Other.Religions",0
"78838","Joskeleigh","Other.Religions",0
"78839","Joyner","Other.Religions",12
"78840","Jubilee Heights","Other.Religions",0
"78841","Jubilee Pocket","Other.Religions",4
"78842","Julago","Other.Religions",0
"78843","Julatten","Other.Religions",4
"78844","Julia Creek","Other.Religions",0
"78845","Junabee","Other.Religions",0
"78846","Junction View","Other.Religions",0
"78847","Jundah","Other.Religions",0
"78848","Kaban","Other.Religions",0
"78849","Kabra","Other.Religions",4
"78850","Kagaru","Other.Religions",0
"78851","Kaimkillenbun","Other.Religions",0
"78852","Kairabah","Other.Religions",0
"78853","Kairi","Other.Religions",0
"78854","Kalapa","Other.Religions",0
"78855","Kalbar","Other.Religions",9
"78856","Kalinga","Other.Religions",13
"78857","Kalkadoon","Other.Religions",0
"78858","Kallangur","Other.Religions",137
"78859","Kalpowar","Other.Religions",0
"78860","Kalunga","Other.Religions",0
"78861","Kamerunga","Other.Religions",5
"78862","Kandanga","Other.Religions",4
"78863","Kandanga Creek","Other.Religions",0
"78864","Kanigan","Other.Religions",3
"78865","Kanimbla (Qld)","Other.Religions",42
"78866","Kapaldo","Other.Religions",0
"78867","Karalee","Other.Religions",16
"78868","Karana Downs","Other.Religions",22
"78869","Karara","Other.Religions",0
"78870","Karawatha","Other.Religions",0
"78871","Karrabin","Other.Religions",4
"78872","Karragarra Island","Other.Religions",5
"78873","Karron","Other.Religions",0
"78874","Karumba","Other.Religions",0
"78875","Kawl Kawl","Other.Religions",0
"78876","Kawungan","Other.Religions",17
"78877","Kearneys Spring","Other.Religions",152
"78878","Kedron","Other.Religions",115
"78879","Kelsey Creek","Other.Religions",0
"78880","Kelso (Qld)","Other.Religions",46
"78881","Kelvinhaugh","Other.Religions",0
"78882","Kemmis","Other.Religions",0
"78883","Kenilworth","Other.Religions",5
"78884","Kenmore Hills","Other.Religions",12
"78885","Kennedy","Other.Religions",5
"78886","Kensington (Qld)","Other.Religions",0
"78887","Kensington Grove","Other.Religions",3
"78888","Kents Lagoon","Other.Religions",0
"78889","Kents Pocket","Other.Religions",0
"78890","Kentville","Other.Religions",0
"78891","Keperra","Other.Religions",35
"78892","Kepnock","Other.Religions",8
"78893","Keppel Sands","Other.Religions",0
"78894","Keriri Island","Other.Religions",0
"78895","Kerry","Other.Religions",0
"78896","Kewarra Beach","Other.Religions",19
"78897","Keysland","Other.Religions",0
"78898","Kholo","Other.Religions",5
"78899","Khosh Bulduk","Other.Religions",0
"78900","Kia Ora (Qld)","Other.Religions",0
"78901","Kiamba","Other.Religions",9
"78902","Kianga (Qld)","Other.Religions",0
"78903","Kidaman Creek","Other.Religions",0
"78904","Kiels Mountain","Other.Religions",8
"78905","Kilbirnie","Other.Religions",0
"78906","Kilcoy","Other.Religions",3
"78907","Kilcummin","Other.Religions",0
"78908","Kilkivan","Other.Religions",3
"78909","Killaloe","Other.Religions",0
"78910","Killarney (Qld)","Other.Religions",3
"78911","Kilmorey Falls","Other.Religions",0
"78912","Kimberley (Qld)","Other.Religions",0
"78913","Kin Kin","Other.Religions",9
"78914","Kin Kora","Other.Religions",13
"78915","Kinbombi","Other.Religions",0
"78916","Kinchant Dam","Other.Religions",0
"78917","Kincora","Other.Religions",0
"78918","Kindon","Other.Religions",0
"78919","King Scrub","Other.Religions",0
"78920","Kingaham","Other.Religions",0
"78921","Kingaroy","Other.Religions",47
"78922","Kings Beach","Other.Religions",26
"78923","Kings Creek","Other.Religions",0
"78924","Kings Siding","Other.Religions",0
"78925","Kingsholme","Other.Religions",0
"78926","Kingsthorpe","Other.Religions",6
"78927","Kinka Beach","Other.Religions",0
"78928","Kinkuna","Other.Religions",0
"78929","Kinleymore","Other.Religions",0
"78930","Kinnoul","Other.Religions",0
"78931","Kioma","Other.Religions",0
"78932","Kippa-Ring","Other.Religions",67
"78933","Kirknie","Other.Religions",0
"78934","Kirrama","Other.Religions",0
"78935","Kirwan","Other.Religions",95
"78936","Kitoba","Other.Religions",0
"78937","Kleinton","Other.Religions",0
"78938","Knapp Creek","Other.Religions",0
"78939","Koah","Other.Religions",5
"78940","Kobble Creek","Other.Religions",6
"78941","Kogan","Other.Religions",0
"78942","Kokotungo","Other.Religions",0
"78943","Kolonga","Other.Religions",0
"78944","Koombooloomba","Other.Religions",0
"78945","Kooralbyn","Other.Religions",22
"78946","Kooralgin","Other.Religions",0
"78947","Kooringal (Qld)","Other.Religions",0
"78948","Kooroomool","Other.Religions",0
"78949","Kooroongarra","Other.Religions",0
"78950","Koumala","Other.Religions",0
"78951","Kowanyama","Other.Religions",9
"78952","Kowguran","Other.Religions",0
"78953","Kragra","Other.Religions",0
"78954","Kulangoor","Other.Religions",0
"78955","Kulgun","Other.Religions",0
"78956","Kullogum","Other.Religions",0
"78957","Kulpi","Other.Religions",0
"78958","Kumbarilla","Other.Religions",0
"78959","Kumbia","Other.Religions",0
"78960","Kunda Park","Other.Religions",0
"78961","Kunioon","Other.Religions",0
"78962","Kunwarara","Other.Religions",0
"78963","Kuraby","Other.Religions",312
"78964","Kuranda","Other.Religions",49
"78965","Kureelpa","Other.Religions",0
"78966","Kureen","Other.Religions",4
"78967","Kuridala","Other.Religions",0
"78968","Kurrimine Beach","Other.Religions",12
"78969","Kurrowah","Other.Religions",0
"78970","Kurumbul","Other.Religions",0
"78971","Kurwongbah","Other.Religions",6
"78972","Kuttabul","Other.Religions",3
"78973","Kybong","Other.Religions",0
"78974","Kynuna","Other.Religions",0
"78975","Kyoomba","Other.Religions",0
"78976","Labrador","Other.Religions",153
"78977","Laceys Creek","Other.Religions",7
"78978","Laglan","Other.Religions",0
"78979","Lagoon Pocket","Other.Religions",0
"78980","Laguna Quays","Other.Religions",0
"78981","Laidley","Other.Religions",12
"78982","Laidley Creek West","Other.Religions",0
"78983","Laidley Heights","Other.Religions",5
"78984","Laidley North","Other.Religions",0
"78985","Laidley South","Other.Religions",0
"78986","Lake Barrine","Other.Religions",4
"78987","Lake Borumba","Other.Religions",0
"78988","Lake Clarendon","Other.Religions",0
"78989","Lake Eacham","Other.Religions",0
"78990","Lake Macdonald","Other.Religions",8
"78991","Lake Manchester","Other.Religions",0
"78992","Lake Mary","Other.Religions",5
"78993","Lake Monduran","Other.Religions",0
"78994","Lake Proserpine","Other.Religions",0
"78995","Lake Tinaroo","Other.Religions",0
"78996","Lake Wivenhoe","Other.Religions",0
"78997","Lakefield","Other.Religions",0
"78998","Lakeland","Other.Religions",0
"78999","Lakeside","Other.Religions",0
"79000","Lamb Island","Other.Religions",7
"79001","Lamb Range","Other.Religions",0
"79002","Lamington (Qld)","Other.Religions",0
"79003","Lammermoor","Other.Religions",13
"79004","Landers Shoot","Other.Religions",0
"79005","Landsborough (Qld)","Other.Religions",21
"79006","Lanefield","Other.Religions",0
"79007","Langlands","Other.Religions",0
"79008","Langlo","Other.Religions",0
"79009","Langshaw","Other.Religions",3
"79010","Lannercost","Other.Religions",0
"79011","Lansdowne (Qld)","Other.Religions",0
"79012","Lanskey","Other.Religions",0
"79013","Larapinta (Qld)","Other.Religions",0
"79014","Laravale","Other.Religions",0
"79015","Lark Hill","Other.Religions",0
"79016","Laura (Qld)","Other.Religions",0
"79017","Lavelle","Other.Religions",0
"79018","Lawes","Other.Religions",6
"79019","Lawgi Dawes","Other.Religions",0
"79020","Lawn Hill","Other.Religions",0
"79021","Lawnton","Other.Religions",58
"79022","Leafdale","Other.Religions",0
"79023","Lefthand Branch","Other.Religions",0
"79024","Leichhardt (Qld)","Other.Religions",27
"79025","Lemontree","Other.Religions",0
"79026","Leslie","Other.Religions",0
"79027","Leslie Dam","Other.Religions",0
"79028","Lethebrook","Other.Religions",0
"79029","Leyburn","Other.Religions",6
"79030","Leydens Hill","Other.Religions",0
"79031","Lilydale (Qld)","Other.Religions",0
"79032","Lilyvale (Central Highlands - Qld)","Other.Religions",0
"79033","Lilyvale (Toowoomba - Qld)","Other.Religions",0
"79034","Limestone (Qld)","Other.Religions",0
"79035","Limestone Creek","Other.Religions",0
"79036","Limestone Ridges","Other.Religions",0
"79037","Limevale","Other.Religions",0
"79038","Linden (Qld)","Other.Religions",0
"79039","Linthorpe","Other.Religions",0
"79040","Linville","Other.Religions",3
"79041","Little Mountain","Other.Religions",33
"79042","Little Mulgrave","Other.Religions",0
"79043","Lizard","Other.Religions",0
"79044","Llanarth (Qld)","Other.Religions",0
"79045","Loch Lomond","Other.Religions",0
"79046","Lochington","Other.Religions",0
"79047","Lockhart River","Other.Religions",3
"79048","Lockrose","Other.Religions",0
"79049","Lockyer (Qld)","Other.Religions",0
"79050","Lockyer Waters","Other.Religions",3
"79051","Logan Village","Other.Religions",22
"79052","Loganlea","Other.Religions",131
"79053","Lonesome Creek","Other.Religions",0
"79054","Long Flat (Qld)","Other.Religions",0
"79055","Long Pocket","Other.Religions",0
"79056","Longreach (Qld)","Other.Religions",13
"79057","Lota","Other.Religions",6
"79058","Lotus Creek","Other.Religions",0
"79059","Low Isles","Other.Religions",0
"79060","Lower Beechmont","Other.Religions",9
"79061","Lower Cowley","Other.Religions",0
"79062","Lower Cressbrook","Other.Religions",0
"79063","Lower Daintree","Other.Religions",0
"79064","Lower Mount Walker","Other.Religions",0
"79065","Lower Tenthill","Other.Religions",0
"79066","Lower Tully","Other.Religions",0
"79067","Lower Wonga","Other.Religions",4
"79068","Lowesby","Other.Religions",0
"79069","Lowestoff","Other.Religions",0
"79070","Lowmead","Other.Religions",0
"79071","Lowood","Other.Religions",22
"79072","Lucinda","Other.Religions",0
"79073","Lumeah (Qld)","Other.Religions",0
"79074","Lumholtz","Other.Religions",0
"79075","Lundavra","Other.Religions",0
"79076","Luscombe","Other.Religions",0
"79077","Lynam","Other.Religions",0
"79078","Lyndhurst (Qld)","Other.Religions",0
"79079","Lyndside","Other.Religions",0
"79080","Lyons (Qld)","Other.Religions",0
"79081","Lyra","Other.Religions",4
"79082","Lytton","Other.Religions",0
"79083","Ma Ma Creek","Other.Religions",10
"79084","Maadi","Other.Religions",3
"79085","Maalan","Other.Religions",0
"79086","Maaroom","Other.Religions",0
"79087","Mabuiag Island","Other.Religions",3
"79088","Macalister","Other.Religions",0
"79089","Macalister Range","Other.Religions",0
"79090","Macfarlane","Other.Religions",0
"79091","Machans Beach","Other.Religions",8
"79092","Machine Creek","Other.Religions",0
"79093","Mackay","Other.Religions",51
"79094","Mackay Harbour","Other.Religions",0
"79095","Mackenzie (Central Highlands - Qld)","Other.Religions",0
"79096","Mackenzie River","Other.Religions",0
"79097","Macknade","Other.Religions",0
"79098","Maclagan","Other.Religions",0
"79099","Macleay Island","Other.Religions",22
"79100","Magnolia","Other.Religions",0
"79101","Maidenhead","Other.Religions",0
"79102","Maidenwell","Other.Religions",0
"79103","Majors Creek (Qld)","Other.Religions",0
"79104","Malanda","Other.Religions",6
"79105","Malarga","Other.Religions",0
"79106","Maleny","Other.Religions",32
"79107","Malling","Other.Religions",0
"79108","Malmoe","Other.Religions",0
"79109","Malpas-Trenton","Other.Religions",0
"79110","Malu","Other.Religions",0
"79111","Mamu","Other.Religions",0
"79112","Manapouri","Other.Religions",0
"79113","Mandalay","Other.Religions",3
"79114","Maneroo","Other.Religions",0
"79115","Mango Hill","Other.Religions",83
"79116","Manly (Qld)","Other.Religions",11
"79117","Manly West","Other.Religions",54
"79118","Mannuem","Other.Religions",0
"79119","Manoora (Qld)","Other.Religions",79
"79120","Mantuan Downs","Other.Religions",0
"79121","Manumbar","Other.Religions",0
"79122","Manunda","Other.Religions",80
"79123","Manyung","Other.Religions",0
"79124","Mapleton","Other.Religions",7
"79125","Mapoon","Other.Religions",0
"79126","Maramie","Other.Religions",0
"79127","Marburg","Other.Religions",3
"79128","Marcus Beach","Other.Religions",5
"79129","Mareeba","Other.Religions",50
"79130","Margate (Qld)","Other.Religions",41
"79131","Maria Creeks","Other.Religions",0
"79132","Marian","Other.Religions",7
"79133","Marlborough","Other.Religions",3
"79134","Marmadua","Other.Religions",0
"79135","Marmor","Other.Religions",0
"79136","Marodian","Other.Religions",0
"79137","Maroochy River","Other.Religions",5
"79138","Maroochydore","Other.Religions",142
"79139","Maroon","Other.Religions",0
"79140","Maroondan","Other.Religions",5
"79141","Marshlands","Other.Religions",0
"79142","Martyville","Other.Religions",0
"79143","Maryborough (Qld)","Other.Religions",84
"79144","Maryborough West","Other.Religions",0
"79145","Marys Creek","Other.Religions",5
"79146","Maryvale (Livingstone - Qld)","Other.Religions",0
"79147","Maryvale (Southern Downs - Qld)","Other.Religions",0
"79148","Masig Island","Other.Religions",0
"79149","Massie","Other.Religions",0
"79150","Maxwelton","Other.Religions",0
"79151","May Downs","Other.Religions",0
"79152","McCutcheon","Other.Religions",0
"79153","McDesme","Other.Religions",0
"79154","McEwens Beach","Other.Religions",0
"79155","McIlwraith","Other.Religions",0
"79156","McIntosh Creek","Other.Religions",0
"79157","McKinlay","Other.Religions",5
"79158","Meadowbrook","Other.Religions",48
"79159","Meadowvale","Other.Religions",0
"79160","Meandarra","Other.Religions",3
"79161","Meikleville Hill","Other.Religions",0
"79162","Melawondi","Other.Religions",0
"79163","Meldale","Other.Religions",0
"79164","Melrose (Qld)","Other.Religions",0
"79165","Memerambi","Other.Religions",0
"79166","Mena Creek","Other.Religions",5
"79167","Mentmore","Other.Religions",0
"79168","Menzies (Qld)","Other.Religions",6
"79169","Mer Island","Other.Religions",0
"79170","Meridan Plains","Other.Religions",12
"79171","Meringandan","Other.Religions",0
"79172","Merlwood","Other.Religions",0
"79173","Mermaid Beach","Other.Religions",45
"79174","Mermaid Waters","Other.Religions",86
"79175","Merrimac","Other.Religions",39
"79176","Merritts Creek","Other.Religions",0
"79177","Merryburn","Other.Religions",0
"79178","Merryvale","Other.Religions",0
"79179","Mexico","Other.Religions",0
"79180","Mia Mia (Qld)","Other.Religions",0
"79181","Miallo","Other.Religions",0
"79182","Miami","Other.Religions",26
"79183","Miara","Other.Religions",0
"79184","Mica Creek","Other.Religions",0
"79185","Middle Park (Qld)","Other.Religions",26
"79186","Middlebrook","Other.Religions",0
"79187","Middleton (Qld)","Other.Religions",0
"79188","Midge Point","Other.Religions",0
"79189","Midgee (Qld)","Other.Religions",0
"79190","Midgenoo","Other.Religions",0
"79191","Midgeree Bar","Other.Religions",0
"79192","Mighell","Other.Religions",18
"79193","Milbong","Other.Religions",0
"79194","Miles","Other.Religions",8
"79195","Miles End","Other.Religions",0
"79196","Milford","Other.Religions",4
"79197","Millaa Millaa","Other.Religions",3
"79198","Millaroo","Other.Religions",0
"79199","Millchester","Other.Religions",7
"79200","Millmerran","Other.Religions",6
"79201","Millmerran Downs","Other.Religions",0
"79202","Millmerran Woods","Other.Religions",0
"79203","Millstream (Qld)","Other.Religions",9
"79204","Millwood","Other.Religions",0
"79205","Milman","Other.Religions",0
"79206","Milora","Other.Religions",0
"79207","Mimosa (Qld)","Other.Religions",0
"79208","Min Min","Other.Religions",0
"79209","Minbun","Other.Religions",0
"79210","Minden","Other.Religions",4
"79211","Minerva","Other.Religions",0
"79212","Mingo","Other.Religions",0
"79213","Mingoola (Qld)","Other.Religions",0
"79214","Minnamoolka","Other.Religions",0
"79215","Minnie Downs","Other.Religions",0
"79216","Mirani","Other.Religions",8
"79217","Miriam Vale","Other.Religions",0
"79218","Mirriwinni","Other.Religions",4
"79219","Missen Flat","Other.Religions",0
"79220","Mission Beach","Other.Religions",25
"79221","Mission River","Other.Religions",0
"79222","Mistake Creek","Other.Religions",0
"79223","Mitchell (Qld)","Other.Religions",0
"79224","Miva","Other.Religions",0
"79225","Moa Island","Other.Religions",0
"79226","Moffat Beach","Other.Religions",0
"79227","Moffatdale","Other.Religions",0
"79228","Molangul","Other.Religions",0
"79229","Mon Repos","Other.Religions",0
"79230","Mona Mona","Other.Religions",0
"79231","Mona Park","Other.Religions",0
"79232","Monal","Other.Religions",0
"79233","Monduran","Other.Religions",0
"79234","Mondure","Other.Religions",0
"79235","Monkland","Other.Religions",9
"79236","Monogorilby","Other.Religions",0
"79237","Mons","Other.Religions",0
"79238","Monsildale","Other.Religions",0
"79239","Monto","Other.Religions",4
"79240","Montrose (Southern Downs - Qld)","Other.Religions",0
"79241","Montrose (Western Downs - Qld)","Other.Religions",0
"79242","Montville","Other.Religions",11
"79243","Moodlu","Other.Religions",0
"79244","Mooga","Other.Religions",0
"79245","Moogerah","Other.Religions",0
"79246","Moola","Other.Religions",0
"79247","Moolboolaman","Other.Religions",11
"79248","Mooloo","Other.Religions",0
"79249","Mooloolaba","Other.Religions",58
"79250","Mooloolah Valley","Other.Religions",11
"79251","Moombra","Other.Religions",0
"79252","Moombria","Other.Religions",0
"79253","Moomin","Other.Religions",0
"79254","Moondooner","Other.Religions",0
"79255","Moonford","Other.Religions",0
"79256","Moongan","Other.Religions",0
"79257","Moonie","Other.Religions",0
"79258","Moorang","Other.Religions",0
"79259","Moore","Other.Religions",0
"79260","Moore Park Beach","Other.Religions",14
"79261","Moores Pocket","Other.Religions",5
"79262","Moorina (Qld)","Other.Religions",0
"79263","Moorland (Qld)","Other.Religions",0
"79264","Mooroobool","Other.Religions",66
"79265","Moraby","Other.Religions",0
"79266","Moranbah","Other.Religions",43
"79267","Morayfield","Other.Religions",120
"79268","Moregatta","Other.Religions",0
"79269","Morella","Other.Religions",0
"79270","Moresby (Qld)","Other.Religions",8
"79271","Moreton Bay","Other.Religions",0
"79272","Moreton Island","Other.Religions",0
"79273","Morgan Park","Other.Religions",0
"79274","Morganville","Other.Religions",0
"79275","Morinish","Other.Religions",0
"79276","Morinish South","Other.Religions",0
"79277","Morningside","Other.Religions",150
"79278","Morton Vale","Other.Religions",4
"79279","Morven (Qld)","Other.Religions",0
"79280","Morwincha","Other.Religions",0
"79281","Mosman Park (Qld)","Other.Religions",0
"79282","Mosquito Creek","Other.Religions",0
"79283","Mossman","Other.Religions",11
"79284","Mossman Gorge","Other.Religions",14
"79285","Mothar Mountain","Other.Religions",0
"79286","Motley","Other.Religions",0
"79287","Mount Abundance","Other.Religions",0
"79288","Mount Alford","Other.Religions",0
"79289","Mount Alma","Other.Religions",0
"79290","Mount Archer (Rockhampton - Qld)","Other.Religions",0
"79291","Mount Archer (Somerset - Qld)","Other.Religions",0
"79292","Mount Barney","Other.Religions",0
"79293","Mount Beppo","Other.Religions",0
"79294","Mount Berryman","Other.Religions",0
"79295","Mount Bindango","Other.Religions",0
"79296","Mount Binga","Other.Religions",0
"79297","Mount Britton","Other.Religions",0
"79298","Mount Byron","Other.Religions",0
"79299","Mount Carbine","Other.Religions",0
"79300","Mount Chalmers","Other.Religions",0
"79301","Mount Charlton","Other.Religions",0
"79302","Mount Colliery","Other.Religions",0
"79303","Mount Coolon","Other.Religions",0
"79304","Mount Coolum","Other.Religions",19
"79305","Mount Coot-tha","Other.Religions",0
"79306","Mount Cotton","Other.Religions",29
"79307","Mount Crosby","Other.Religions",12
"79308","Mount Darry","Other.Religions",0
"79309","Mount Debateable","Other.Religions",0
"79310","Mount Delaney","Other.Religions",0
"79311","Mount Edwards","Other.Religions",0
"79312","Mount Elliot (Qld)","Other.Religions",0
"79313","Mount Emlyn","Other.Religions",0
"79314","Mount Enniskillen","Other.Religions",0
"79315","Mount Forbes","Other.Religions",0
"79316","Mount Fox","Other.Religions",0
"79317","Mount French","Other.Religions",0
"79318","Mount Gardiner","Other.Religions",0
"79319","Mount Garnet","Other.Religions",0
"79320","Mount Gipps","Other.Religions",0
"79321","Mount Glorious","Other.Religions",6
"79322","Mount Gravatt","Other.Religions",53
"79323","Mount Hallen","Other.Religions",0
"79324","Mount Howe","Other.Religions",0
"79325","Mount Hutton (Qld)","Other.Religions",0
"79326","Mount Irving","Other.Religions",0
"79327","Mount Isa","Other.Religions",0
"79328","Mount Isa City","Other.Religions",0
"79329","Mount Jukes","Other.Religions",0
"79330","Mount Julian","Other.Religions",3
"79331","Mount Kelly","Other.Religions",0
"79332","Mount Kilcoy","Other.Religions",4
"79333","Mount Kynoch","Other.Religions",0
"79334","Mount Larcom","Other.Religions",0
"79335","Mount Lawless","Other.Religions",0
"79336","Mount Lindesay (Qld)","Other.Religions",0
"79337","Mount Lofty","Other.Religions",13
"79338","Mount Low","Other.Religions",13
"79339","Mount Luke","Other.Religions",0
"79340","Mount Macarthur","Other.Religions",0
"79341","Mount Mackay","Other.Religions",0
"79342","Mount Maria","Other.Religions",0
"79343","Mount Marlow","Other.Religions",0
"79344","Mount Marrow","Other.Religions",0
"79345","Mount Marshall","Other.Religions",0
"79346","Mount Martin","Other.Religions",0
"79347","Mount Mceuen","Other.Religions",0
"79348","Mount Mee","Other.Religions",3
"79349","Mount Mellum","Other.Religions",0
"79350","Mount Moffatt","Other.Religions",0
"79351","Mount Molar","Other.Religions",0
"79352","Mount Molloy","Other.Religions",0
"79353","Mount Morgan","Other.Religions",12
"79354","Mount Moriah","Other.Religions",0
"79355","Mount Mort","Other.Religions",0
"79356","Mount Mulgrave","Other.Religions",0
"79357","Mount Mulligan","Other.Religions",0
"79358","Mount Murchison","Other.Religions",0
"79359","Mount Nathan","Other.Religions",4
"79360","Mount Nebo","Other.Religions",0
"79361","Mount Ommaney","Other.Religions",25
"79362","Mount Ossa","Other.Religions",0
"79363","Mount Pelion","Other.Religions",0
"79364","Mount Perry","Other.Religions",0
"79365","Mount Peter","Other.Religions",0
"79366","Mount Pleasant (Moreton Bay - Qld)","Other.Religions",0
"79367","Mount Pluto","Other.Religions",0
"79368","Mount Rascal","Other.Religions",5
"79369","Mount Rooper","Other.Religions",0
"79370","Mount Samson","Other.Religions",0
"79371","Mount Sheridan (Qld)","Other.Religions",115
"79372","Mount St John","Other.Religions",4
"79373","Mount Stanley","Other.Religions",0
"79374","Mount Steadman","Other.Religions",0
"79375","Mount Stuart (Qld)","Other.Religions",0
"79376","Mount Sturt","Other.Religions",0
"79377","Mount Surprise","Other.Religions",0
"79378","Mount Surround","Other.Religions",0
"79379","Mount Sylvia","Other.Religions",0
"79380","Mount Tabor","Other.Religions",0
"79381","Mount Tarampa","Other.Religions",0
"79382","Mount Tom","Other.Religions",0
"79383","Mount Tully","Other.Religions",0
"79384","Mount Tyson","Other.Religions",0
"79385","Mount Urah","Other.Religions",0
"79386","Mount Walker (Qld)","Other.Religions",0
"79387","Mount Walker West","Other.Religions",0
"79388","Mount Warren Park","Other.Religions",16
"79389","Mount Whitestone","Other.Religions",0
"79390","Mount Wyatt","Other.Religions",0
"79391","Mountain Camp","Other.Religions",0
"79392","Mountain Creek (Qld)","Other.Religions",52
"79393","Moura","Other.Religions",15
