"","V1","SSC","variable","value"
"53418","3539235","Yarragundry","Walked only",4
"53419","3539236","Yarrahapinni","Walked only",11
"53420","3539239","Yarramundi","Walked only",13
"53421","3539240","Yarranbella","Walked only",3
"53422","3539247","Yarrawarrah","Walked only",12
"53423","3539248","Yarrawonga (NSW)","Walked only",3
"53424","3539252","Yarrowford","Walked only",5
"53425","3539253","Yarrowitch","Walked only",3
"53426","3539254","Yarrowyck","Walked only",3
"53427","3539255","Yass","Walked only",115
"53428","3539260","Yaven Creek","Walked only",4
"53429","3539266","Yenda (NSW)","Walked only",29
"53430","3539268","Yennora","Walked only",3
"53431","3539269","Yeoval","Walked only",11
"53432","3539270","Yerong Creek","Walked only",12
"53433","3539272","Yerrinbool","Walked only",6
"53434","3539276","Yetman","Walked only",10
"53435","3539278","Yoogali","Walked only",20
"53436","3539279","Yorklea","Walked only",4
"53437","3539280","Young","Walked only",168
"53438","3539281","Yowie Bay","Walked only",18
"53439","3539286","Zetland","Walked only",329
"53440","3539287","No usual address (NSW)","Walked only",355
"53441","3539288","Migratory - Offshore - Shipping (NSW)","Walked only",4
"53442","3539290","Abbotsford (Vic.)","Walked only",514
"53443","3539291","Aberfeldie","Walked only",43
"53444","3539293","Acheron","Walked only",4
"53445","3539300","Aireys Inlet","Walked only",16
"53446","3539301","Airly","Walked only",6
"53447","3539302","Airport West","Walked only",46
"53448","3539304","Albanvale","Walked only",12
"53449","3539305","Albert Park (Vic.)","Walked only",212
"53450","3539306","Alberton (Vic.)","Walked only",5
"53451","3539308","Albion (Vic.)","Walked only",22
"53452","3539309","Alexandra (Vic.)","Walked only",80
"53453","3539310","Alfredton","Walked only",59
"53454","3539312","Allambee Reserve","Walked only",3
"53455","3539314","Allans Flat","Walked only",7
"53456","3539315","Allansford","Walked only",28
"53457","3539318","Alma (Vic.)","Walked only",4
"53458","3539321","Alphington","Walked only",73
"53459","3539322","Altona (Vic.)","Walked only",96
"53460","3539323","Altona Meadows","Walked only",66
"53461","3539324","Altona North","Walked only",64
"53462","3539328","Amphitheatre","Walked only",3
"53463","3539329","Anakie","Walked only",16
"53464","3539330","Ancona","Walked only",5
"53465","3539333","Anglesea","Walked only",53
"53466","3539336","Apollo Bay (Vic.)","Walked only",109
"53467","3539339","Apsley (Vic.)","Walked only",5
"53468","3539340","Ararat","Walked only",174
"53469","3539341","Arawata","Walked only",3
"53470","3539343","Arcadia (Vic.)","Walked only",7
"53471","3539349","Ardeer","Walked only",7
"53472","3539350","Ardmona","Walked only",15
"53473","3539353","Armadale (Vic.)","Walked only",177
"53474","3539355","Armstrong Creek (Vic.)","Walked only",7
"53475","3539358","Arthurs Creek","Walked only",4
"53476","3539360","Ascot (Ballarat - Vic.)","Walked only",3
"53477","3539361","Ascot (Greater Bendigo - Vic.)","Walked only",6
"53478","3539362","Ascot Vale","Walked only",205
"53479","3539363","Ashbourne (Vic.)","Walked only",6
"53480","3539364","Ashburton","Walked only",88
"53481","3539365","Ashwood","Walked only",61
"53482","3539366","Aspendale","Walked only",53
"53483","3539367","Aspendale Gardens","Walked only",31
"53484","3539368","Athlone","Walked only",12
"53485","3539369","Attwood","Walked only",16
"53486","3539371","Auchmore","Walked only",3
"53487","3539372","Avalon","Walked only",6
"53488","3539373","Avenel","Walked only",12
"53489","3539374","Avoca (Vic.)","Walked only",30
"53490","3539376","Avondale Heights","Walked only",50
"53491","3539377","Avonmore","Walked only",4
"53492","3539378","Avonsleigh","Walked only",4
"53493","3539379","Axe Creek","Walked only",3
"53494","3539380","Axedale","Walked only",11
"53495","3539382","Bacchus Marsh","Walked only",87
"53496","3539383","Baddaginnie","Walked only",3
"53497","3539384","Badger Creek","Walked only",12
"53498","3539386","Bagshot","Walked only",6
"53499","3539389","Bailieston","Walked only",5
"53500","3539390","Bairnsdale","Walked only",118
"53501","3539391","Bakery Hill","Walked only",8
"53502","3539392","Balaclava (Vic.)","Walked only",187
"53503","3539394","Balintore","Walked only",5
"53504","3539395","Ballan","Walked only",34
"53505","3539396","Ballangeich","Walked only",5
"53506","3539398","Ballarat Central","Walked only",365
"53507","3539399","Ballarat East","Walked only",71
"53508","3539400","Ballarat North","Walked only",22
"53509","3539402","Balliang","Walked only",3
"53510","3539405","Balmattum","Walked only",12
"53511","3539406","Balmoral (Vic.)","Walked only",12
"53512","3539407","Balnarring","Walked only",23
"53513","3539408","Balnarring Beach","Walked only",3
"53514","3539410","Balwyn","Walked only",149
"53515","3539411","Balwyn North","Walked only",138
"53516","3539412","Bamawm","Walked only",17
"53517","3539413","Bamawm Extension","Walked only",4
"53518","3539415","Bamganie","Walked only",5
"53519","3539416","Bandiana","Walked only",80
"53520","3539418","Bangholme","Walked only",7
"53521","3539420","Bannockburn (Vic.)","Walked only",39
"53522","3539423","Baranduda","Walked only",16
"53523","3539424","Barfold","Walked only",4
"53524","3539427","Barjarg","Walked only",7
"53525","3539428","Barkers Creek","Walked only",5
"53526","3539431","Barmah","Walked only",8
"53527","3539433","Barnawartha","Walked only",3
"53528","3539441","Barraport","Walked only",4
"53529","3539442","Barraport West","Walked only",3
"53530","3539447","Barwite","Walked only",9
"53531","3539449","Barwon Heads","Walked only",56
"53532","3539451","Bass","Walked only",7
"53533","3539452","Batesford","Walked only",9
"53534","3539453","Bathumi","Walked only",3
"53535","3539455","Baw Baw Village","Walked only",9
"53536","3539456","Baxter","Walked only",20
"53537","3539458","Bayles","Walked only",8
"53538","3539460","Bayswater (Vic.)","Walked only",87
"53539","3539461","Bayswater North","Walked only",57
"53540","3539462","Beaconsfield (Vic.)","Walked only",34
"53541","3539463","Beaconsfield Upper","Walked only",17
"53542","3539464","Bealiba","Walked only",4
"53543","3539466","Bears Lagoon","Walked only",3
"53544","3539468","Beaufort (Vic.)","Walked only",29
"53545","3539469","Beaumaris (Vic.)","Walked only",102
"53546","3539471","Beeac","Walked only",11
"53547","3539472","Beech Forest","Walked only",3
"53548","3539473","Beechworth","Walked only",114
"53549","3539475","Belgrave","Walked only",34
"53550","3539476","Belgrave Heights","Walked only",11
"53551","3539477","Belgrave South","Walked only",29
"53552","3539478","Bell Park","Walked only",26
"53553","3539479","Bell Post Hill","Walked only",30
"53554","3539480","Bellarine","Walked only",5
"53555","3539482","Bellbrae","Walked only",15
"53556","3539483","Bellbridge","Walked only",10
"53557","3539485","Bellfield (Banyule - Vic.)","Walked only",16
"53558","3539488","Belmont (Vic.)","Walked only",138
"53559","3539490","Bena","Walked only",5
"53560","3539491","Benalla","Walked only",187
"53561","3539492","Benambra","Walked only",4
"53562","3539493","Benayeo","Walked only",3
"53563","3539495","Bendigo","Walked only",413
"53564","3539496","Bendoc","Walked only",3
"53565","3539501","Bentleigh","Walked only",213
"53566","3539502","Bentleigh East","Walked only",215
"53567","3539510","Berrys Creek","Walked only",7
"53568","3539511","Berwick","Walked only",174
"53569","3539512","Bessiebelle","Walked only",5
"53570","3539514","Bete Bolong","Walked only",4
"53571","3539516","Bethanga","Walked only",5
"53572","3539518","Beulah (Vic.)","Walked only",21
"53573","3539519","Beverford","Walked only",6
"53574","3539520","Beveridge","Walked only",9
"53575","3539525","Biggara","Walked only",3
"53576","3539528","Bindi","Walked only",4
"53577","3539529","Binginwarri","Walked only",3
"53578","3539531","Birchip","Walked only",41
"53579","3539533","Birdwoodton","Walked only",8
"53580","3539534","Birregurra","Walked only",18
"53581","3539535","Bittern","Walked only",15
"53582","3539536","Black Hill (Vic.)","Walked only",35
"53583","3539537","Black Range (Vic.)","Walked only",8
"53584","3539538","Black Rock (Vic.)","Walked only",65
"53585","3539539","Blackburn","Walked only",157
"53586","3539540","Blackburn North","Walked only",65
"53587","3539541","Blackburn South","Walked only",72
"53588","3539544","Blairgowrie","Walked only",9
"53589","3539546","Blampied","Walked only",8
"53590","3539548","Blowhard","Walked only",7
"53591","3539553","Boho","Walked only",3
"53592","3539556","Boinka","Walked only",3
"53593","3539557","Boisdale","Walked only",4
"53594","3539559","Bolinda","Walked only",7
"53595","3539561","Bolwarra (Vic.)","Walked only",8
"53596","3539563","Bona Vista","Walked only",3
"53597","3539565","Bonbeach","Walked only",29
"53598","3539566","Bonegilla","Walked only",282
"53599","3539567","Boneo","Walked only",17
"53600","3539569","Bonnie Doon (Vic.)","Walked only",8
"53601","3539570","Bonshaw (Vic.)","Walked only",4
"53602","3539571","Bookaar","Walked only",5
"53603","3539574","Boolarra","Walked only",12
"53604","3539575","Boolarra South","Walked only",8
"53605","3539577","Boolite","Walked only",5
"53606","3539580","Boorcan","Walked only",11
"53607","3539581","Boorhaman","Walked only",3
"53608","3539586","Boort","Walked only",50
"53609","3539587","Boosey","Walked only",5
"53610","3539590","Boronia","Walked only",123
"53611","3539592","Bostocks Creek","Walked only",10
"53612","3539593","Botanic Ridge","Walked only",8
"53613","3539594","Boundary Bend","Walked only",7
"53614","3539598","Bowmans Forest","Walked only",3
"53615","3539600","Box Hill (Vic.)","Walked only",426
"53616","3539601","Box Hill North","Walked only",209
"53617","3539602","Box Hill South","Walked only",89
"53618","3539608","Branxholme","Walked only",6
"53619","3539610","Braybrook","Walked only",55
"53620","3539612","Breakwater","Walked only",13
"53621","3539616","Briagolong","Walked only",16
"53622","3539617","Briar Hill","Walked only",19
"53623","3539619","Bridgewater (Vic.)","Walked only",3
"53624","3539620","Bridgewater North","Walked only",10
"53625","3539621","Bridgewater On Loddon","Walked only",11
"53626","3539622","Bright (Vic.)","Walked only",109
"53627","3539623","Brighton (Vic.)","Walked only",299
"53628","3539624","Brighton East","Walked only",99
"53629","3539625","Brim","Walked only",3
"53630","3539631","Broadford","Walked only",29
"53631","3539632","Broadmeadows (Vic.)","Walked only",51
"53632","3539634","Brodribb River","Walked only",3
"53633","3539638","Brooklyn (Vic.)","Walked only",12
"53634","3539640","Broomfield","Walked only",5
"53635","3539641","Broughton (Vic.)","Walked only",15
"53636","3539642","Brown Hill (Vic.)","Walked only",20
"53637","3539643","Browns Plains (Vic.)","Walked only",4
"53638","3539644","Bruarong","Walked only",3
"53639","3539645","Brucknell","Walked only",3
"53640","3539647","Brunswick (Vic.)","Walked only",653
"53641","3539648","Brunswick East","Walked only",302
"53642","3539649","Brunswick West","Walked only",201
"53643","3539650","Bruthen","Walked only",12
"53644","3539652","Buchan","Walked only",8
"53645","3539654","Buckland (Vic.)","Walked only",5
"53646","3539661","Buffalo","Walked only",7
"53647","3539663","Bulart","Walked only",3
"53648","3539667","Bulla (Vic.)","Walked only",3
"53649","3539670","Bullarto","Walked only",3
"53650","3539672","Bulleen","Walked only",45
"53651","3539673","Bullengarook","Walked only",9
"53652","3539676","Buln Buln","Walked only",6
"53653","3539677","Buln Buln East","Walked only",9
"53654","3539679","Bunbartha","Walked only",3
"53655","3539680","Bundalaguah","Walked only",6
"53656","3539681","Bundalong","Walked only",4
"53657","3539684","Bunding","Walked only",6
"53658","3539685","Bundoora (Vic.)","Walked only",194
"53659","3539687","Bungador","Walked only",4
"53660","3539689","Bungalally","Walked only",4
"53661","3539695","Buninyong","Walked only",37
"53662","3539696","Bunkers Hill","Walked only",3
"53663","3539697","Bunyip","Walked only",20
"53664","3539704","Burnley","Walked only",26
"53665","3539706","Burnside Heights","Walked only",15
"53666","3539708","Burramine","Walked only",16
"53667","3539711","Burrumbeet","Walked only",5
"53668","3539712","Burwood (Vic.)","Walked only",165
"53669","3539713","Burwood East","Walked only",53
"53670","3539714","Bushfield","Walked only",5
"53671","3539717","Buxton (Vic.)","Walked only",7
"53672","3539718","Byaduk","Walked only",7
"53673","3539719","Byaduk North","Walked only",5
"53674","3539720","Byawatha","Walked only",4
"53675","3539722","Byrneside","Walked only",3
"53676","3539723","Cabarita (Vic.)","Walked only",10
"53677","3539727","Cairnlea","Walked only",31
"53678","3539730","California Gully","Walked only",21
"53679","3539731","Calivil","Walked only",5
"53680","3539732","Callawadda","Walked only",4
"53681","3539737","Calulu","Walked only",7
"53682","3539739","Camberwell (Vic.)","Walked only",305
"53683","3539740","Cambrian Hill","Walked only",3
"53684","3539741","Campbellfield","Walked only",44
"53685","3539743","Campbells Creek","Walked only",10
"53686","3539744","Campbells Forest","Walked only",3
"53687","3539745","Campbelltown (Vic.)","Walked only",4
"53688","3539746","Camperdown (Vic.)","Walked only",97
"53689","3539747","Canadian","Walked only",21
"53690","3539750","Cann River","Walked only",17
"53691","3539754","Canterbury (Vic.)","Walked only",91
"53692","3539758","Cape Otway","Walked only",5
"53693","3539759","Cape Paterson","Walked only",12
"53694","3539760","Cape Schanck","Walked only",4
"53695","3539761","Cape Woolamai","Walked only",8
"53696","3539763","Carag Carag","Walked only",8
"53697","3539765","Caramut","Walked only",3
"53698","3539769","Carboor","Walked only",4
"53699","3539770","Cardigan","Walked only",6
"53700","3539773","Cardross","Walked only",8
"53701","3539777","Carisbrook","Walked only",8
"53702","3539778","Carlisle River","Walked only",7
"53703","3539780","Carlton (Vic.)","Walked only",1768
"53704","3539781","Carlton North","Walked only",426
"53705","3539783","Carnegie","Walked only",202
"53706","3539785","Caroline Springs","Walked only",73
"53707","3539786","Carpendeit","Walked only",7
"53708","3539792","Carrum","Walked only",21
"53709","3539793","Carrum Downs","Walked only",98
"53710","3539794","Carwarp","Walked only",3
"53711","3539797","Castella","Walked only",3
"53712","3539798","Casterton","Walked only",45
"53713","3539801","Castlemaine","Walked only",177
"53714","3539802","Catani","Walked only",3
"53715","3539806","Caulfield","Walked only",65
"53716","3539807","Caulfield East","Walked only",36
"53717","3539808","Caulfield North","Walked only",168
"53718","3539809","Caulfield South","Walked only",90
